"Stimulus","Subject","Mode","Trial","Translation","Correct","Sex","Age","NrLang","DS.Total","WST.Right","Raven.Right","English.Total","Status","MinLev"
"choklad",9318,"Auditory",18,"aufladen",0,"male",72,2,6,34,9,19,"target",0.625
"choklad",8699,"Auditory",38,,0,"female",80,4,5,36,12,30,"target",0.625
"choklad",3494,"Auditory",44,,0,"female",46,4,5,32,22,28,"target",0.625
"choklad",1570,"Auditory",26,,0,"male",29,4,6,36,19,"NA","target",0.625
"choklad",9442,"Auditory",18,,0,"female",23,2,6,32,27,34,"target",0.625
"choklad",5901,"Auditory",2,,0,"male",15,2,6,30,23,33,"target",0.625
"choklad",2290,"Auditory",4,"huckload",0,"male",58,2,5,36,0,33,"target",0.625
"choklad",6599,"Auditory",5,,0,"female",10,2,4,9,12,6,"target",0.625
"choklad",6552,"Auditory",8,,0,"female",15,6,10,33,30,33,"target",0.625
"choklad",326,"Auditory",4,,0,"female",32,3,6,35,19,32,"target",0.625
"choklad",2654,"Auditory",5,,0,"female",41,2,6,33,15,24,"target",0.625
"choklad",64,"Auditory",10,,0,"female",27,4,7,34,28,42,"target",0.625
"choklad",4566,"Auditory",45,,0,"female",11,3,6,17,15,10,"target",0.625
"choklad",4650,"Auditory",6,,0,"female",48,4,8,41,21,41,"target",0.625
"choklad",8578,"Auditory",47,,0,"male",11,2,6,9,20,17,"target",0.625
"choklad",3836,"Auditory",1,,0,"female",66,4,9,35,20,29,"target",0.625
"choklad",2285,"Auditory",1,,0,"male",51,2,7,34,32,35,"target",0.625
"choklad",288,"Auditory",31,,0,"male",28,4,9,35,24,39,"target",0.625
"choklad",4932,"Auditory",40,,0,"female",16,2,8,32,19,29,"target",0.625
"choklad",8968,"Auditory",42,,0,"male",25,2,6,31,21,26,"target",0.625
"choklad",2795,"Auditory",39,,0,"female",70,2,7,37,7,7,"target",0.625
"choklad",134,"Auditory",49,,0,"male",33,3,6,32,24,24,"target",0.625
"choklad",5885,"Auditory",13,,0,"male",62,2,8,37,13,36,"target",0.625
"choklad",5153,"Auditory",21,,0,"female",51,3,6,37,18,37,"target",0.625
"choklad",6544,"Auditory",41,,0,"female",16,4,6,29,25,27,"target",0.625
"choklad",2846,"Auditory",32,,0,"female",11,3,6,4,15,6,"target",0.625
"choklad",9022,"Auditory",46,,0,"female",65,2,7,33,12,29,"target",0.625
"choklad",7269,"Auditory",14,,0,"male",25,5,12,35,24,36,"target",0.625
"choklad",6537,"Auditory",8,,0,"female",35,3,7,35,24,41,"target",0.625
"choklad",7479,"Auditory",22,"Schublade",0,"male",25,4,11,38,34,43,"target",0.625
"choklad",6760,"Auditory",23,,0,"male",52,4,7,34,27,39,"target",0.625
"choklad",1232,"Auditory",8,,0,"male",24,4,5,32,8,34,"target",0.625
"choklad",1967,"Auditory",22,,0,"male",72,1,5,"NA",3,10,"target",0.625
"choklad",9781,"Auditory",20,"zu spät",0,"male",43,4,12,34,35,37,"target",0.625
"choklad",7886,"Auditory",23,,0,"female",10,1,6,27,26,31,"target",0.625
"choklad",6131,"Auditory",29,,0,"female",46,3,8,37,9,20,"target",0.625
"choklad",9193,"Auditory",23,,0,"female",25,9,6,32,20,38,"target",0.625
"choklad",6618,"Auditory",29,,0,"male",44,1,4,33,7,29,"target",0.625
"choklad",3172,"Auditory",15,,0,"male",16,2,8,23,17,19,"target",0.625
"choklad",4181,"Auditory",15,,0,"female",74,4,5,36,0,35,"target",0.625
"choklad",1936,"Auditory",32,,0,"male",60,4,7,36,24,41,"target",0.625
"choklad",2384,"Auditory",49,,0,"female",27,2,7,36,22,36,"target",0.625
"choklad",7744,"Auditory",44,,0,"male",11,2,2,6,18,9,"target",0.625
"choklad",1312,"Auditory",5,,0,"male",77,2,6,32,2,9,"target",0.625
"choklad",447,"Auditory",32,,0,"female",53,3,8,34,16,30,"target",0.625
"choklad",5180,"Auditory",30,,0,"male",65,5,6,38,11,34,"target",0.625
"choklad",5755,"Auditory",41,,0,"male",16,4,6,36,29,38,"target",0.625
"choklad",3434,"Auditory",27,,0,"female",37,3,3,37,17,39,"target",0.625
"choklad",8531,"Auditory",27,,0,"female",52,4,8,36,30,31,"target",0.625
"choklad",9490,"Auditory",1,,0,"female",39,2,9,35,21,32,"target",0.625
"choklad",8706,"Auditory",2,,0,"male",70,3,7,34,7,15,"target",0.625
"choklad",7540,"Auditory",34,,0,"female",59,2,5,31,13,29,"target",0.625
"choklad",6780,"Auditory",38,,0,"male",68,4,7,40,21,36,"target",0.625
"choklad",3454,"Auditory",41,,0,"male",10,2,5,23,9,11,"target",0.625
"choklad",9555,"Auditory",39,"schublade",0,"male",51,3,6,34,14,36,"target",0.625
"choklad",78,"Auditory",4,,0,"female",47,3,8,33,26,27,"target",0.625
"choklad",1644,"Auditory",34,"schokolade",1,"female",45,3,6,34,19,32,"target",0.625
"choklad",675,"Auditory",11,,0,"male",30,3,7,29,23,28,"target",0.625
"choklad",5491,"Auditory",3,,0,"female",41,4,7,35,32,43,"target",0.625
"choklad",6329,"Auditory",8,,0,"female",56,3,6,37,21,42,"target",0.625
"choklad",4155,"Auditory",10,,0,"female",33,4,6,35,27,42,"target",0.625
"choklad",4675,"Auditory",41,,0,"male",71,2,6,33,3,17,"target",0.625
"choklad",5916,"Auditory",47,,0,"female",11,2,9,6,29,18,"target",0.625
"choklad",3558,"Auditory",18,,0,"male",10,2,3,4,14,9,"target",0.625
"choklad",7794,"Auditory",19,,0,"male",64,3,6,36,10,38,"target",0.625
"choklad",7164,"Auditory",10,,0,"male",10,1,2,4,19,5,"target",0.625
"choklad",8373,"Auditory",50,,0,"female",30,6,8,36,19,42,"target",0.625
"choklad",1076,"Auditory",10,,0,"male",14,3,9,30,32,23,"target",0.625
"choklad",5584,"Auditory",14,,0,"female",30,4,9,37,29,39,"target",0.625
"choklad",3204,"Auditory",31,,0,"female",15,2,9,25,23,28,"target",0.625
"choklad",9219,"Auditory",43,,0,"male",11,1,6,11,9,13,"target",0.625
"choklad",3566,"Auditory",50,,0,"female",29,3,10,34,19,39,"target",0.625
"choklad",8707,"Auditory",33,"vollgeladen",0,"female",63,3,4,35,6,34,"target",0.625
"choklad",9093,"Auditory",46,,0,"female",15,3,6,18,23,21,"target",0.625
"choklad",1897,"Auditory",26,,0,"male",33,8,5,31,16,30,"target",0.625
"choklad",6164,"Auditory",1,,0,"male",10,1,5,8,13,29,"target",0.625
"choklad",3843,"Auditory",14,,0,"male",70,4,5,34,17,10,"target",0.625
"choklad",8927,"Auditory",35,,0,"male",59,5,5,36,9,32,"target",0.625
"choklad",1350,"Auditory",48,,0,"male",43,4,10,38,31,38,"target",0.625
"choklad",527,"Auditory",35,,0,"male",71,2,8,34,15,35,"target",0.625
"choklad",6264,"Auditory",25,,0,"female",33,5,6,34,17,34,"target",0.625
"choklad",230,"Auditory",35,,0,"male",84,4,7,37,20,31,"target",0.625
"choklad",7569,"Auditory",25,,0,"male",10,1,7,4,8,6,"target",0.625
"choklad",6150,"Auditory",33,,0,"male",63,6,6,36,18,31,"target",0.625
"choklad",9509,"Auditory",32,,0,"male",73,3,7,37,14,38,"target",0.625
"choklad",8805,"Auditory",30,,0,"male",70,4,4,35,22,35,"target",0.625
"choklad",9861,"Auditory",19,,0,"male",24,4,7,36,25,41,"target",0.625
"choklad",7330,"Auditory",34,,0,"female",68,4,8,37,12,37,"target",0.625
"choklad",7215,"Auditory",47,,0,"male",74,3,4,34,13,21,"target",0.625
"choklad",5566,"Auditory",5,,0,"female",42,4,4,32,6,31,"target",0.625
"choklad",3691,"Auditory",49,,0,"female",59,3,8,35,18,38,"target",0.625
"choklad",1668,"Auditory",9,,0,"female",37,3,6,35,21,37,"target",0.625
"choklad",717,"Auditory",46,,0,"female",15,2,6,29,21,25,"target",0.625
"choklad",7337,"Auditory",14,,0,"female",49,3,5,36,19,30,"target",0.625
"choklad",4137,"Auditory",43,,0,"female",60,4,5,34,7,33,"target",0.625
"choklad",7859,"Auditory",20,,0,"female",62,4,5,35,11,28,"target",0.625
"choklad",7165,"Auditory",26,,0,"male",16,3,6,32,18,34,"target",0.625
"choklad",776,"Auditory",6,,0,"female",40,2,6,29,11,6,"target",0.625
"choklad",3859,"Auditory",46,,0,"female",24,5,9,35,21,44,"target",0.625
"choklad",2909,"Auditory",49,,0,"male",58,2,8,34,9,16,"target",0.625
"choklad",8094,"Auditory",23,,0,"male",56,3,7,37,19,33,"target",0.625
"choklad",8667,"Auditory",31,,0,"female",27,3,6,33,33,44,"target",0.625
"choklad",9275,"Auditory",4,,0,"male",72,3,7,35,9,15,"target",0.625
"choklad",3914,"Auditory",11,,0,"female",11,3,6,12,11,3,"target",0.625
"choklad",3270,"Auditory",12,,0,"female",36,5,9,36,17,42,"target",0.625
"choklad",6832,"Auditory",16,"kykkladen",0,"female",53,4,8,36,20,33,"target",0.625
"choklad",1976,"Auditory",22,,0,"male",11,1,3,15,18,9,"target",0.625
"choklad",5731,"Auditory",49,,0,"female",76,3,6,38,16,41,"target",0.625
"choklad",8942,"Auditory",44,,0,"male",32,3,6,35,25,42,"target",0.625
"choklad",1401,"Auditory",44,,0,"male",59,4,10,38,21,39,"target",0.625
"choklad",5997,"Auditory",48,,0,"female",33,4,8,37,23,41,"target",0.625
"choklad",8477,"Auditory",48,,0,"female",42,3,8,36,25,26,"target",0.625
"choklad",6510,"Auditory",45,,0,"female",41,2,8,34,30,40,"target",0.625
"choklad",4274,"Auditory",4,,0,"male",70,3,9,38,18,34,"target",0.625
"choklad",6215,"Auditory",38,,0,"male",72,4,7,38,19,38,"target",0.625
"choklad",9513,"Auditory",47,,0,"male",10,1,5,14,5,10,"target",0.625
"choklad",5621,"Auditory",19,,0,"female",30,5,7,33,26,41,"target",0.625
"choklad",7601,"Auditory",43,,0,"female",38,3,9,36,22,39,"target",0.625
"choklad",4432,"Auditory",50,,0,"female",16,3,6,29,18,32,"target",0.625
"choklad",5277,"Auditory",47,,0,"male",27,3,7,29,29,"NA","target",0.625
"choklad",9802,"Auditory",24,,0,"female",28,4,6,34,18,37,"target",0.625
"choklad",4854,"Auditory",26,,0,"male",86,3,7,34,8,9,"target",0.625
"choklad",1830,"Auditory",38,,0,"male",15,3,5,18,5,22,"target",0.625
"choklad",6178,"Auditory",18,,0,"female",15,2,4,25,27,21,"target",0.625
"choklad",3704,"Auditory",32,,0,"male",72,4,5,35,26,40,"target",0.625
"choklad",8763,"Auditory",38,,0,"female",40,2,4,27,26,13,"target",0.625
"choklad",6800,"Auditory",19,,0,"female",28,4,6,31,13,"NA","target",0.625
"choklad",8385,"Auditory",9,,0,"female",69,2,4,28,7,26,"target",0.625
"choklad",1034,"Auditory",14,,0,"female",51,3,6,32,23,19,"target",0.625
"choklad",6448,"Auditory",25,,0,"female",11,2,6,7,22,8,"target",0.625
"choklad",8788,"Auditory",40,,0,"male",35,3,9,37,29,42,"target",0.625
"choklad",1404,"Auditory",48,,0,"female",23,3,6,29,27,29,"target",0.625
"choklad",8443,"Auditory",12,,0,"female",71,5,5,33,0,36,"target",0.625
"choklad",552,"Auditory",19,,0,"female",56,3,6,36,24,30,"target",0.625
"choklad",7921,"Auditory",11,,0,"female",15,4,6,27,26,31,"target",0.625
"choklad",3357,"Auditory",5,,0,"female",44,3,5,34,18,31,"target",0.625
"choklad",545,"Auditory",50,,0,"female",16,3,4,29,21,25,"target",0.625
"choklad",2493,"Auditory",25,,0,"male",16,2,4,22,18,27,"target",0.625
"choklad",2271,"Auditory",9,,0,"female",26,4,8,35,28,43,"target",0.625
"choklad",9913,"Auditory",8,,0,"female",40,3,8,29,17,17,"target",0.625
"choklad",3125,"Auditory",12,,0,"male",12,1,4,20,15,14,"target",0.625
"choklad",550,"Auditory",31,,0,"female",52,3,5,35,15,27,"target",0.625
"choklad",8760,"Auditory",30,,0,"male",82,2,7,37,7,22,"target",0.625
"choklad",9912,"Auditory",41,,0,"male",10,2,4,9,14,9,"target",0.625
"choklad",4369,"Auditory",28,,0,"female",41,4,10,34,29,33,"target",0.625
"choklad",4420,"Auditory",35,,0,"female",47,2,5,29,7,28,"target",0.625
"choklad",2151,"Auditory",31,,0,"female",26,4,11,32,28,33,"target",0.625
"choklad",7616,"Auditory",41,,0,"female",11,2,6,13,2,15,"target",0.625
"choklad",3121,"Auditory",45,,0,"female",15,2,5,20,22,34,"target",0.625
"choklad",6532,"Auditory",11,,0,"male",81,6,3,37,10,31,"target",0.625
"choklad",8509,"Auditory",35,,0,"male",68,3,5,34,10,18,"target",0.625
"choklad",2196,"Auditory",31,,0,"female",67,4,6,35,22,36,"target",0.625
"choklad",3071,"Auditory",12,,0,"female",48,3,7,26,24,28,"target",0.625
"choklad",6516,"Auditory",21,,0,"male",10,1,3,7,6,13,"target",0.625
"choklad",6843,"Auditory",1,,0,"male",71,2,6,31,4,28,"target",0.625
"choklad",5290,"Auditory",22,,0,"female",10,2,6,20,4,10,"target",0.625
"choklad",5449,"Auditory",21,,0,"female",32,2,6,34,27,41,"target",0.625
"choklad",8798,"Auditory",34,,0,"male",15,2,5,20,18,14,"target",0.625
"choklad",6039,"Auditory",37,,0,"female",59,3,8,31,3,21,"target",0.625
"choklad",5362,"Auditory",28,"Schublade",0,"male",33,3,4,35,20,43,"target",0.625
"choklad",7098,"Auditory",29,,0,"female",62,1,2,35,1,37,"target",0.625
"cyckel",7616,"Visual",35,,0,"female",11,2,6,13,2,15,"target",0.3333333333
"cyckel",9442,"Visual",16,"Fahrrad",1,"female",23,2,6,32,27,34,"target",0.3333333333
"cyckel",9802,"Visual",29,"velo",1,"female",28,4,6,34,18,37,"target",0.3333333333
"cyckel",8798,"Visual",46,"zicken",0,"male",15,2,5,20,18,14,"target",0.3333333333
"cyckel",1967,"Visual",13,"cirkel",0,"male",72,1,5,"NA",3,10,"target",0.3333333333
"cyckel",8094,"Visual",7,,0,"male",56,3,7,37,19,33,"target",0.3333333333
"cyckel",9093,"Visual",8,,0,"female",15,3,6,18,23,21,"target",0.3333333333
"cyckel",447,"Visual",18,"Kreis",0,"female",53,3,8,34,16,30,"target",0.3333333333
"cyckel",64,"Visual",12,"Kreis",0,"female",27,4,7,34,28,42,"target",0.3333333333
"cyckel",1264,"Visual",17,,0,"male",12,1,5,17,19,11,"target",0.3333333333
"cyckel",5997,"Visual",13,"Kreis",0,"female",33,4,8,37,23,41,"target",0.3333333333
"cyckel",1570,"Visual",12,,0,"male",29,4,6,36,19,"NA","target",0.3333333333
"cyckel",5362,"Visual",48,"Kreis",0,"male",33,3,4,35,20,43,"target",0.3333333333
"cyckel",8706,"Visual",10,"zirkel",0,"male",70,3,7,34,7,15,"target",0.3333333333
"cyckel",2846,"Visual",16,,0,"female",11,3,6,4,15,6,"target",0.3333333333
"cyckel",675,"Visual",43,"Zyklus",1,"male",30,3,7,29,23,28,"target",0.3333333333
"cyckel",5491,"Visual",49,,0,"female",41,4,7,35,32,43,"target",0.3333333333
"cyckel",3494,"Visual",20,"Fahrrad",1,"female",46,4,5,32,22,28,"target",0.3333333333
"cyckel",7098,"Visual",25,"velo",1,"female",62,1,2,35,1,37,"target",0.3333333333
"cyckel",6843,"Visual",28,"zi rkel",0,"male",71,2,6,31,4,28,"target",0.3333333333
"cyckel",5449,"Visual",24,,0,"female",32,2,6,34,27,41,"target",0.3333333333
"cyckel",527,"Visual",19,"zirkel",0,"male",71,2,8,34,15,35,"target",0.3333333333
"cyckel",7601,"Visual",2,,0,"female",38,3,9,36,22,39,"target",0.3333333333
"cyckel",7164,"Visual",34,,0,"male",10,1,2,4,19,5,"target",0.3333333333
"cyckel",8373,"Visual",19,,0,"female",30,6,8,36,19,42,"target",0.3333333333
"cyckel",4854,"Visual",10,"zyklus",1,"male",86,3,7,34,8,9,"target",0.3333333333
"cyckel",3172,"Visual",36,,0,"male",16,2,8,23,17,19,"target",0.3333333333
"cyckel",8509,"Visual",5,"zirkel",0,"male",68,3,5,34,10,18,"target",0.3333333333
"cyckel",2285,"Visual",33,"kreis",0,"male",51,2,7,34,32,35,"target",0.3333333333
"cyckel",6537,"Visual",28,"zyklus",1,"female",35,3,7,35,24,41,"target",0.3333333333
"cyckel",8707,"Visual",17,"zyklus",1,"female",63,3,4,35,6,34,"target",0.3333333333
"cyckel",7744,"Visual",18,"ecke",0,"male",11,2,2,6,18,9,"target",0.3333333333
"cyckel",8477,"Visual",11,,0,"female",42,3,8,36,25,26,"target",0.3333333333
"cyckel",6532,"Visual",45,,0,"male",81,6,3,37,10,31,"target",0.3333333333
"cyckel",717,"Visual",21,"Zyrkel",0,"female",15,2,6,29,21,25,"target",0.3333333333
"cyckel",4566,"Visual",14,,0,"female",11,3,6,17,15,10,"target",0.3333333333
"cyckel",8531,"Visual",13,"Zyklus",1,"female",52,4,8,36,30,31,"target",0.3333333333
"cyckel",9193,"Visual",11,"Zirkel",0,"female",25,9,6,32,20,38,"target",0.3333333333
"cyckel",9318,"Visual",49,"sockel",0,"male",72,2,6,34,9,19,"target",0.3333333333
"cyckel",8788,"Visual",4,,0,"male",35,3,9,37,29,42,"target",0.3333333333
"cyckel",8805,"Visual",4,,0,"male",70,4,4,35,22,35,"target",0.3333333333
"cyckel",2909,"Visual",2,,0,"male",58,2,8,34,9,16,"target",0.3333333333
"cyckel",545,"Visual",10,,0,"female",16,3,4,29,21,25,"target",0.3333333333
"cyckel",2151,"Visual",34,"kreis",0,"female",26,4,11,32,28,33,"target",0.3333333333
"cyckel",9861,"Visual",49,"zirkel",0,"male",24,4,7,36,25,41,"target",0.3333333333
"cyckel",6599,"Visual",41,,0,"female",10,2,4,9,12,6,"target",0.3333333333
"cyckel",1668,"Visual",8,"Fahrrad",1,"female",37,3,6,35,21,37,"target",0.3333333333
"cyckel",2290,"Visual",47,"Zyklus",1,"male",58,2,5,36,0,33,"target",0.3333333333
"cyckel",5277,"Visual",24,"zyklius",1,"male",27,3,7,29,29,"NA","target",0.3333333333
"cyckel",3071,"Visual",38,"hahn",0,"female",48,3,7,26,24,28,"target",0.3333333333
"cyckel",8760,"Visual",44,"zirkel",0,"male",82,2,7,37,7,22,"target",0.3333333333
"cyckel",9490,"Visual",14,"Zirkel",0,"female",39,2,9,35,21,32,"target",0.3333333333
"cyckel",6516,"Visual",33,,0,"male",10,1,3,7,6,13,"target",0.3333333333
"cyckel",78,"Visual",25,"Fahrrad",1,"female",47,3,8,33,26,27,"target",0.3333333333
"cyckel",3204,"Visual",4,,0,"female",15,2,9,25,23,28,"target",0.3333333333
"cyckel",776,"Visual",9,,0,"female",40,2,6,29,11,6,"target",0.3333333333
"cyckel",3566,"Visual",41,,0,"female",29,3,10,34,19,39,"target",0.3333333333
"cyckel",1312,"Visual",6,,0,"male",77,2,6,32,2,9,"target",0.3333333333
"cyckel",6039,"Visual",39,,0,"female",59,3,8,31,3,21,"target",0.3333333333
"cyckel",4932,"Visual",32,"zirkel",0,"female",16,2,8,32,19,29,"target",0.3333333333
"cyckel",6164,"Visual",29,,0,"male",10,1,5,8,13,29,"target",0.3333333333
"cyckel",8927,"Visual",49,"kreis",0,"male",59,5,5,36,9,32,"target",0.3333333333
"cyckel",3270,"Visual",12,,0,"female",36,5,9,36,17,42,"target",0.3333333333
"cyckel",4369,"Visual",4,,0,"female",41,4,10,34,29,33,"target",0.3333333333
"cyckel",1976,"Visual",23,,0,"male",11,1,3,15,18,9,"target",0.3333333333
"cyckel",8674,"Visual",36,"zirkel",0,"female",63,3,6,31,23,20,"target",0.3333333333
"cyckel",3859,"Visual",1,"zyklus",1,"female",24,5,9,35,21,44,"target",0.3333333333
"cyckel",4650,"Visual",41,"gockel",0,"female",48,4,8,41,21,41,"target",0.3333333333
"cyckel",2384,"Visual",37,,0,"female",27,2,7,36,22,36,"target",0.3333333333
"cyckel",5290,"Visual",45,,0,"female",10,2,6,20,4,10,"target",0.3333333333
"cyckel",6800,"Visual",38,,0,"female",28,4,6,31,13,"NA","target",0.3333333333
"cyckel",1644,"Visual",39,"zirkel",0,"female",45,3,6,34,19,32,"target",0.3333333333
"cyckel",3836,"Visual",22,,0,"female",66,4,9,35,20,29,"target",0.3333333333
"cyckel",8699,"Visual",50,"velo",1,"female",80,4,5,36,12,30,"target",0.3333333333
"cyckel",134,"Visual",16,,0,"male",33,3,6,32,24,24,"target",0.3333333333
"cyckel",4675,"Visual",2,,0,"male",71,2,6,33,3,17,"target",0.3333333333
"cyckel",5916,"Visual",19,,0,"female",11,2,9,6,29,18,"target",0.3333333333
"cyckel",3558,"Visual",42,,0,"male",10,2,3,4,14,9,"target",0.3333333333
"cyckel",6131,"Visual",30,"sockel",0,"female",46,3,8,37,9,20,"target",0.3333333333
"cyckel",6618,"Visual",7,,0,"male",44,1,4,33,7,29,"target",0.3333333333
"cyckel",1830,"Visual",13,,0,"male",15,3,5,18,5,22,"target",0.3333333333
"cyckel",6178,"Visual",21,"zicke",0,"female",15,2,4,25,27,21,"target",0.3333333333
"cyckel",5584,"Visual",19,"Gockel",0,"female",30,4,9,37,29,39,"target",0.3333333333
"cyckel",6510,"Visual",5,,0,"female",41,2,8,34,30,40,"target",0.3333333333
"cyckel",4274,"Visual",20,"zyklus",1,"male",70,3,9,38,18,34,"target",0.3333333333
"cyckel",6150,"Visual",22,,0,"male",63,6,6,36,18,31,"target",0.3333333333
"cyckel",9509,"Visual",9,,0,"male",73,3,7,37,14,38,"target",0.3333333333
"cyckel",3914,"Visual",4,,0,"female",11,3,6,12,11,3,"target",0.3333333333
"cyckel",7886,"Visual",27,,0,"female",10,1,6,27,26,31,"target",0.3333333333
"cyckel",6832,"Visual",5,"Velo",1,"female",53,4,8,36,20,33,"target",0.3333333333
"cyckel",5566,"Visual",32,"Fahrrad",1,"female",42,4,4,32,6,31,"target",0.3333333333
"cyckel",3843,"Visual",12,,0,"male",70,4,5,34,17,10,"target",0.3333333333
"cyckel",7794,"Visual",12,"velo",1,"male",64,3,6,36,10,38,"target",0.3333333333
"cyckel",326,"Visual",38,"Fahrrad",1,"female",32,3,6,35,19,32,"target",0.3333333333
"cyckel",7921,"Visual",14,"Kückel",0,"female",15,4,6,27,26,31,"target",0.3333333333
"cyckel",6552,"Visual",42,"zyklus",1,"female",15,6,10,33,30,33,"target",0.3333333333
"cyckel",7569,"Visual",35,,0,"male",10,1,7,4,8,6,"target",0.3333333333
"cyckel",5901,"Visual",22,"zirkel",0,"male",15,2,6,30,23,33,"target",0.3333333333
"cyckel",8385,"Visual",46,,0,"female",69,2,4,28,7,26,"target",0.3333333333
"cyckel",9913,"Visual",46,,0,"female",40,3,8,29,17,17,"target",0.3333333333
"cyckel",6215,"Visual",2,"gockel",0,"male",72,4,7,38,19,38,"target",0.3333333333
"cyckel",5621,"Visual",40,,0,"female",30,5,7,33,26,41,"target",0.3333333333
"cyckel",7215,"Visual",50,,0,"male",74,3,4,34,13,21,"target",0.3333333333
"cyckel",6544,"Visual",36,,0,"female",16,4,6,29,25,27,"target",0.3333333333
"cyckel",6448,"Visual",13,,0,"female",11,2,6,7,22,8,"target",0.3333333333
"cyckel",9912,"Visual",40,,0,"male",10,2,4,9,14,9,"target",0.3333333333
"cyckel",9513,"Visual",48,,0,"male",10,1,5,14,5,10,"target",0.3333333333
"cyckel",9022,"Visual",40,"zirkel",0,"female",65,2,7,33,12,29,"target",0.3333333333
"cyckel",9555,"Visual",48,"zirkel",0,"male",51,3,6,34,14,36,"target",0.3333333333
"cyckel",8763,"Visual",4,,0,"female",40,2,4,27,26,13,"target",0.3333333333
"cyckel",7165,"Visual",43,"Zyklus",1,"male",16,3,6,32,18,34,"target",0.3333333333
"cyckel",9219,"Visual",31,,0,"male",11,1,6,11,9,13,"target",0.3333333333
"cyckel",1401,"Visual",27,"kreis",0,"male",59,4,10,38,21,39,"target",0.3333333333
"cyckel",2795,"Visual",20,,0,"female",70,2,7,37,7,7,"target",0.3333333333
"cyckel",9781,"Visual",12,"zyklus",1,"male",43,4,12,34,35,37,"target",0.3333333333
"cyckel",8667,"Visual",11,"Fahrrad",1,"female",27,3,6,33,33,44,"target",0.3333333333
"cyckel",550,"Visual",24,"zirkel ",0,"female",52,3,5,35,15,27,"target",0.3333333333
"cyckel",7540,"Visual",37,,0,"female",59,2,5,31,13,29,"target",0.3333333333
"cyckel",1350,"Visual",15,"zyklus",1,"male",43,4,10,38,31,38,"target",0.3333333333
"cyckel",8443,"Visual",8,,0,"female",71,5,5,33,0,36,"target",0.3333333333
"cyckel",5153,"Visual",9,"Kreis",0,"female",51,3,6,37,18,37,"target",0.3333333333
"cyckel",7269,"Visual",35,,0,"male",25,5,12,35,24,36,"target",0.3333333333
"cyckel",8942,"Visual",1,,0,"male",32,3,6,35,25,42,"target",0.3333333333
"cyckel",8578,"Visual",39,,0,"male",11,2,6,9,20,17,"target",0.3333333333
"cyckel",4420,"Visual",16,,0,"female",47,2,5,29,7,28,"target",0.3333333333
"cyckel",2271,"Visual",26,"zyklus oder fahrrad",1,"female",26,4,8,35,28,43,"target",0.3333333333
"cyckel",7859,"Visual",41,"Geiss",0,"female",62,4,5,35,11,28,"target",0.3333333333
"cyckel",7330,"Visual",11,"hahn",0,"female",68,4,8,37,12,37,"target",0.3333333333
"cyckel",1897,"Visual",32,"zirkel",0,"male",33,8,5,31,16,30,"target",0.3333333333
"cyckel",1034,"Visual",31,"Zirkel",0,"female",51,3,6,32,23,19,"target",0.3333333333
"cyckel",2196,"Visual",31,"hahn",0,"female",67,4,6,35,22,36,"target",0.3333333333
"cyckel",4432,"Visual",42,,0,"female",16,3,6,29,18,32,"target",0.3333333333
"cyckel",9275,"Visual",23,"velo",1,"male",72,3,7,35,9,15,"target",0.3333333333
"cyckel",3704,"Visual",12,"Vel o",1,"male",72,4,5,35,26,40,"target",0.3333333333
"cyckel",6264,"Visual",4,"fahrrad",1,"female",33,5,6,34,17,34,"target",0.3333333333
"cyckel",230,"Visual",47,"zirkel",0,"male",84,4,7,37,20,31,"target",0.3333333333
"cyckel",3121,"Visual",3,,0,"female",15,2,5,20,22,34,"target",0.3333333333
"cyckel",8968,"Visual",23,,0,"male",25,2,6,31,21,26,"target",0.3333333333
"cyckel",2493,"Visual",42,,0,"male",16,2,4,22,18,27,"target",0.3333333333
"cyckel",3691,"Visual",1,"Kreis",0,"female",59,3,8,35,18,38,"target",0.3333333333
"cyckel",6760,"Visual",49,"Zyklus, Kreis",1,"male",52,4,7,34,27,39,"target",0.3333333333
"cyckel",3357,"Visual",8,,0,"female",44,3,5,34,18,31,"target",0.3333333333
"cyckel",552,"Visual",19,"kücken",0,"female",56,3,6,36,24,30,"target",0.3333333333
"cyckel",7337,"Visual",40,"Fahrrad",1,"female",49,3,5,36,19,30,"target",0.3333333333
"cyckel",1404,"Visual",27,,0,"female",23,3,6,29,27,29,"target",0.3333333333
"cyckel",5731,"Visual",39,"zirkel",0,"female",76,3,6,38,16,41,"target",0.3333333333
"cyckel",6329,"Visual",15,"zycklus",1,"female",56,3,6,37,21,42,"target",0.3333333333
"cyckel",4155,"Visual",28,"Fahrrad",1,"female",33,4,6,35,27,42,"target",0.3333333333
"cyckel",4137,"Visual",1,"güggel",0,"female",60,4,5,34,7,33,"target",0.3333333333
"cyckel",3434,"Visual",24,,0,"female",37,3,3,37,17,39,"target",0.3333333333
"cyckel",2654,"Visual",35,,0,"female",41,2,6,33,15,24,"target",0.3333333333
"cyckel",1076,"Visual",49,"Hahn",0,"male",14,3,9,30,32,23,"target",0.3333333333
"cyckel",3125,"Visual",26,"zirkel",0,"male",12,1,4,20,15,14,"target",0.3333333333
"cyckel",4181,"Visual",22,,0,"female",74,4,5,36,0,35,"target",0.3333333333
"cyckel",7479,"Visual",35,,0,"male",25,4,11,38,34,43,"target",0.3333333333
"cyckel",6780,"Visual",11,"fahrrad",1,"male",68,4,7,40,21,36,"target",0.3333333333
