"Stimulus","Subject","Mode","Trial","Translation","Correct","Sex","Age","NrLang","DS.Total","WST.Right","Raven.Right","English.Total","Status","MinLev"
"overraska",4566,"Auditory",26,,0,"female",11,3,6,17,15,10,"target",0.625
"overraska",6780,"Auditory",37,,0,"male",68,4,7,40,21,36,"target",0.625
"overraska",9193,"Auditory",22,,0,"female",25,9,6,32,20,38,"target",0.625
"overraska",7540,"Auditory",10,,0,"female",59,2,5,31,13,29,"target",0.625
"overraska",1350,"Auditory",43,,0,"male",43,4,10,38,31,38,"target",0.625
"overraska",6516,"Auditory",26,,0,"male",10,1,3,7,6,13,"target",0.625
"overraska",8578,"Auditory",3,,0,"male",11,2,6,9,20,17,"target",0.625
"overraska",6537,"Auditory",12,"überraschen",1,"female",35,3,7,35,24,41,"target",0.625
"overraska",7479,"Auditory",12,,0,"male",25,4,11,38,34,43,"target",0.625
"overraska",6800,"Auditory",49,,0,"female",28,4,6,31,13,"NA","target",0.625
"overraska",9219,"Auditory",50,,0,"male",11,1,6,11,9,13,"target",0.625
"overraska",776,"Auditory",3,,0,"female",40,2,6,29,11,6,"target",0.625
"overraska",2151,"Auditory",20,,0,"female",26,4,11,32,28,33,"target",0.625
"overraska",7794,"Auditory",1,,0,"male",64,3,6,36,10,38,"target",0.625
"overraska",7164,"Auditory",41,,0,"male",10,1,2,4,19,5,"target",0.625
"overraska",527,"Auditory",37,,0,"male",71,2,8,34,15,35,"target",0.625
"overraska",8760,"Auditory",43,,0,"male",82,2,7,37,7,22,"target",0.625
"overraska",8927,"Auditory",33,,0,"male",59,5,5,36,9,32,"target",0.625
"overraska",6510,"Auditory",4,,0,"female",41,2,8,34,30,40,"target",0.625
"overraska",1830,"Auditory",10,,0,"male",15,3,5,18,5,22,"target",0.625
"overraska",9509,"Auditory",28,,0,"male",73,3,7,37,14,38,"target",0.625
"overraska",8707,"Auditory",38,"alaska",0,"female",63,3,4,35,6,34,"target",0.625
"overraska",134,"Auditory",3,,0,"male",33,3,6,32,24,24,"target",0.625
"overraska",545,"Auditory",31,,0,"female",16,3,4,29,21,25,"target",0.625
"overraska",717,"Auditory",39,,0,"female",15,2,6,29,21,25,"target",0.625
"overraska",2271,"Auditory",24,,0,"female",26,4,8,35,28,43,"target",0.625
"overraska",8805,"Auditory",25,,0,"male",70,4,4,35,22,35,"target",0.625
"overraska",8531,"Auditory",7,,0,"female",52,4,8,36,30,31,"target",0.625
"overraska",4369,"Auditory",50,,0,"female",41,4,10,34,29,33,"target",0.625
"overraska",5566,"Auditory",19,"Überraschung",0,"female",42,4,4,32,6,31,"target",0.625
"overraska",3691,"Auditory",43,"Ueberraschung",0,"female",59,3,8,35,18,38,"target",0.625
"overraska",1401,"Auditory",32,"überrascghung",0,"male",59,4,10,38,21,39,"target",0.625
"overraska",7165,"Auditory",39,,0,"male",16,3,6,32,18,34,"target",0.625
"overraska",3204,"Auditory",36,,0,"female",15,2,9,25,23,28,"target",0.625
"overraska",5997,"Auditory",50,,0,"female",33,4,8,37,23,41,"target",0.625
"overraska",5362,"Auditory",2,,0,"male",33,3,4,35,20,43,"target",0.625
"overraska",3071,"Auditory",40,,0,"female",48,3,7,26,24,28,"target",0.625
"overraska",9275,"Auditory",49,,0,"male",72,3,7,35,9,15,"target",0.625
"overraska",550,"Auditory",32,,0,"female",52,3,5,35,15,27,"target",0.625
"overraska",3566,"Auditory",32,"umarmen",0,"female",29,3,10,34,19,39,"target",0.625
"overraska",3121,"Auditory",33,,0,"female",15,2,5,20,22,34,"target",0.625
"overraska",4432,"Auditory",7,,0,"female",16,3,6,29,18,32,"target",0.625
"overraska",1404,"Auditory",15,,0,"female",23,3,6,29,27,29,"target",0.625
"overraska",1034,"Auditory",2,,0,"female",51,3,6,32,23,19,"target",0.625
"overraska",9913,"Auditory",17,,0,"female",40,3,8,29,17,17,"target",0.625
"overraska",3270,"Auditory",37,,0,"female",36,5,9,36,17,42,"target",0.625
"overraska",3704,"Auditory",6,,0,"male",72,4,5,35,26,40,"target",0.625
"overraska",552,"Auditory",24,,0,"female",56,3,6,36,24,30,"target",0.625
"overraska",8763,"Auditory",46,,0,"female",40,2,4,27,26,13,"target",0.625
"overraska",3357,"Auditory",19,,0,"female",44,3,5,34,18,31,"target",0.625
"overraska",7215,"Auditory",4,,0,"male",74,3,4,34,13,21,"target",0.625
"overraska",8443,"Auditory",41,,0,"female",71,5,5,33,0,36,"target",0.625
"overraska",6532,"Auditory",5,,0,"male",81,6,3,37,10,31,"target",0.625
"overraska",3125,"Auditory",49,,0,"male",12,1,4,20,15,14,"target",0.625
"overraska",6039,"Auditory",48,,0,"female",59,3,8,31,3,21,"target",0.625
"overraska",8942,"Auditory",8,,0,"male",32,3,6,35,25,42,"target",0.625
"overraska",5449,"Auditory",6,,0,"female",32,2,6,34,27,41,"target",0.625
"overraska",4420,"Auditory",34,,0,"female",47,2,5,29,7,28,"target",0.625
"overraska",2196,"Auditory",46,,0,"female",67,4,6,35,22,36,"target",0.625
"översätta",7616,"Visual",42,,0,"female",11,2,6,13,2,15,"target",0.6
"översätta",6039,"Visual",14,,0,"female",59,3,8,31,3,21,"target",0.6
"översätta",6264,"Visual",48,"überessen",0,"female",33,5,6,34,17,34,"target",0.6
"översätta",5449,"Visual",27,"übersetzen",1,"female",32,2,6,34,27,41,"target",0.6
"översätta",1967,"Visual",16,"gesättigt",0,"male",72,1,5,"NA",3,10,"target",0.6
"översätta",8094,"Visual",35,,0,"male",56,3,7,37,19,33,"target",0.6
"översätta",9093,"Visual",50,,0,"female",15,3,6,18,23,21,"target",0.6
"översätta",6760,"Visual",46,"übersetzen",1,"male",52,4,7,34,27,39,"target",0.6
"översätta",6532,"Visual",20,"uebersetzen",1,"male",81,6,3,37,10,31,"target",0.6
"översätta",7337,"Visual",42,"übersättigt",0,"female",49,3,5,36,19,30,"target",0.6
"översätta",5997,"Visual",30,"übersetzen",1,"female",33,4,8,37,23,41,"target",0.6
"översätta",1570,"Visual",34,"übersetzen",1,"male",29,4,6,36,19,"NA","target",0.6
"översätta",5362,"Visual",24,,0,"male",33,3,4,35,20,43,"target",0.6
"översätta",8706,"Visual",44,"übersetzen",1,"male",70,3,7,34,7,15,"target",0.6
"översätta",2846,"Visual",48,,0,"female",11,3,6,4,15,6,"target",0.6
"översätta",7098,"Visual",48,"übersättigt",0,"female",62,1,2,35,1,37,"target",0.6
"översätta",675,"Visual",21,"übersättigt",0,"male",30,3,7,29,23,28,"target",0.6
"översätta",3494,"Visual",9,"übersetzen",1,"female",46,4,5,32,22,28,"target",0.6
"översätta",3125,"Visual",14,,0,"male",12,1,4,20,15,14,"target",0.6
"översätta",3121,"Visual",41,,0,"female",15,2,5,20,22,34,"target",0.6
"översätta",6843,"Visual",5,,0,"male",71,2,6,31,4,28,"target",0.6
"översätta",527,"Visual",3,"übersättigt",0,"male",71,2,8,34,15,35,"target",0.6
"översätta",3691,"Visual",44,"übersättigt",0,"female",59,3,8,35,18,38,"target",0.6
"översätta",3172,"Visual",40,,0,"male",16,2,8,23,17,19,"target",0.6
"översätta",9802,"Visual",14,"übersättigt",0,"female",28,4,6,34,18,37,"target",0.6
"översätta",4854,"Visual",24,"übersetzen",1,"male",86,3,7,34,8,9,"target",0.6
"översätta",8798,"Visual",7,,0,"male",15,2,5,20,18,14,"target",0.6
"översätta",4432,"Visual",32,,0,"female",16,3,6,29,18,32,"target",0.6
"översätta",8509,"Visual",18,"oberhalb",0,"male",68,3,5,34,10,18,"target",0.6
"översätta",2285,"Visual",14,"übersetzen",1,"male",51,2,7,34,32,35,"target",0.6
"översätta",447,"Visual",39,"übersetzen",1,"female",53,3,8,34,16,30,"target",0.6
"översätta",9442,"Visual",46,,0,"female",23,2,6,32,27,34,"target",0.6
"översätta",4420,"Visual",18,,0,"female",47,2,5,29,7,28,"target",0.6
"översätta",8477,"Visual",35,,0,"female",42,3,8,36,25,26,"target",0.6
"översätta",7164,"Visual",32,,0,"male",10,1,2,4,19,5,"target",0.6
"översätta",64,"Visual",3,"nachsitzen",0,"female",27,4,7,34,28,42,"target",0.6
"översätta",4566,"Visual",25,,0,"female",11,3,6,17,15,10,"target",0.6
"översätta",1264,"Visual",24,,0,"male",12,1,5,17,19,11,"target",0.6
"översätta",9318,"Visual",14,"übersättigt",0,"male",72,2,6,34,9,19,"target",0.6
"översätta",8788,"Visual",20,,0,"male",35,3,9,37,29,42,"target",0.6
"översätta",8805,"Visual",42,,0,"male",70,4,4,35,22,35,"target",0.6
"översätta",8707,"Visual",9,"übersättigt",0,"female",63,3,4,35,6,34,"target",0.6
"översätta",2909,"Visual",22,,0,"male",58,2,8,34,9,16,"target",0.6
"översätta",5491,"Visual",45,"übersetzen",1,"female",41,4,7,35,32,43,"target",0.6
"översätta",6329,"Visual",5,"übersättigt",0,"female",56,3,6,37,21,42,"target",0.6
"översätta",2493,"Visual",8,,0,"male",16,2,4,22,18,27,"target",0.6
"översätta",1668,"Visual",26,,0,"female",37,3,6,35,21,37,"target",0.6
"översätta",8531,"Visual",29,"übersättigt",0,"female",52,4,8,36,30,31,"target",0.6
"översätta",5277,"Visual",42,"übersättigt",0,"male",27,3,7,29,29,"NA","target",0.6
"översätta",8760,"Visual",45,,0,"male",82,2,7,37,7,22,"target",0.6
"översätta",6780,"Visual",49,"übersetzen",1,"male",68,4,7,40,21,36,"target",0.6
"översätta",6131,"Visual",21,"unterschreiben ",0,"female",46,3,8,37,9,20,"target",0.6
"översätta",6516,"Visual",35,,0,"male",10,1,3,7,6,13,"target",0.6
"översätta",78,"Visual",45,"gesättigt",0,"female",47,3,8,33,26,27,"target",0.6
"översätta",3204,"Visual",30,,0,"female",15,2,9,25,23,28,"target",0.6
"översätta",7165,"Visual",21,"Übersättigt",0,"male",16,3,6,32,18,34,"target",0.6
"översätta",6537,"Visual",46,"übersetzen",1,"female",35,3,7,35,24,41,"target",0.6
"översätta",7479,"Visual",47,,0,"male",25,4,11,38,34,43,"target",0.6
"översätta",7601,"Visual",38,"übersetzen",1,"female",38,3,9,36,22,39,"target",0.6
"översätta",6599,"Visual",19,,0,"female",10,2,4,9,12,6,"target",0.6
"översätta",6164,"Visual",5,,0,"male",10,1,5,8,13,29,"target",0.6
"översätta",717,"Visual",27,,0,"female",15,2,6,29,21,25,"target",0.6
"översätta",8927,"Visual",38,"übersättigt",0,"male",59,5,5,36,9,32,"target",0.6
"översätta",9912,"Visual",13,,0,"male",10,2,4,9,14,9,"target",0.6
"översätta",8373,"Visual",48,"übersättigt",0,"female",30,6,8,36,19,42,"target",0.6
"översätta",8674,"Visual",4,"übersättigen",0,"female",63,3,6,31,23,20,"target",0.6
"översätta",9509,"Visual",28,"übersetzen",1,"male",73,3,7,37,14,38,"target",0.6
"översätta",4650,"Visual",38,"übersetzen",1,"female",48,4,8,41,21,41,"target",0.6
"översätta",8578,"Visual",31,,0,"male",11,2,6,9,20,17,"target",0.6
"översätta",545,"Visual",27,,0,"female",16,3,4,29,21,25,"target",0.6
"översätta",6800,"Visual",13,"übersättigt",0,"female",28,4,6,31,13,"NA","target",0.6
"översätta",7744,"Visual",9,,0,"male",11,2,2,6,18,9,"target",0.6
"översätta",3836,"Visual",15,,0,"female",66,4,9,35,20,29,"target",0.6
"översätta",4932,"Visual",13,,0,"female",16,2,8,32,19,29,"target",0.6
"översätta",2290,"Visual",48,"übersättigung",0,"male",58,2,5,36,0,33,"target",0.6
"översätta",134,"Visual",31,"übersetzen",1,"male",33,3,6,32,24,24,"target",0.6
"översätta",1350,"Visual",12,"übersetzen",1,"male",43,4,10,38,31,38,"target",0.6
"översätta",9193,"Visual",5,"Übersetzen",1,"female",25,9,6,32,20,38,"target",0.6
"översätta",3704,"Visual",25,"übersetzen",1,"male",72,4,5,35,26,40,"target",0.6
"översätta",2654,"Visual",2,,0,"female",41,2,6,33,15,24,"target",0.6
"översätta",3859,"Visual",26,"übersetzen",1,"female",24,5,9,35,21,44,"target",0.6
"översätta",1830,"Visual",47,,0,"male",15,3,5,18,5,22,"target",0.6
"översätta",776,"Visual",35,,0,"female",40,2,6,29,11,6,"target",0.6
"översätta",2151,"Visual",39,,0,"female",26,4,11,32,28,33,"target",0.6
"översätta",9861,"Visual",4,"übersetzen",1,"male",24,4,7,36,25,41,"target",0.6
"översätta",1644,"Visual",40,"überessen",0,"female",45,3,6,34,19,32,"target",0.6
"översätta",6150,"Visual",45,"übersetzen",1,"male",63,6,6,36,18,31,"target",0.6
"översätta",9513,"Visual",26,,0,"male",10,1,5,14,5,10,"target",0.6
"översätta",3914,"Visual",9,,0,"female",11,3,6,12,11,3,"target",0.6
"översätta",3071,"Visual",6,"übersättigt",0,"female",48,3,7,26,24,28,"target",0.6
"översätta",4369,"Visual",43,"übersättigt",0,"female",41,4,10,34,29,33,"target",0.6
"översätta",9490,"Visual",3,,0,"female",39,2,9,35,21,32,"target",0.6
"översätta",3843,"Visual",25,,0,"male",70,4,5,34,17,10,"target",0.6
"översätta",6618,"Visual",38,"übersiedeln",0,"male",44,1,4,33,7,29,"target",0.6
"översätta",4137,"Visual",21,,0,"female",60,4,5,34,7,33,"target",0.6
"översätta",2384,"Visual",46,"übersättigt",0,"female",27,2,7,36,22,36,"target",0.6
"översätta",3566,"Visual",3,"übersetzen",1,"female",29,3,10,34,19,39,"target",0.6
"översätta",1312,"Visual",28,"überseits",0,"male",77,2,6,32,2,9,"target",0.6
"översätta",4274,"Visual",46,"übersättigt",0,"male",70,3,9,38,18,34,"target",0.6
"översätta",8385,"Visual",36,"überessen",0,"female",69,2,4,28,7,26,"target",0.6
"översätta",6215,"Visual",45,"nachsitzen",0,"male",72,4,7,38,19,38,"target",0.6
"översätta",5621,"Visual",45,"übersetzen",1,"female",30,5,7,33,26,41,"target",0.6
"översätta",3270,"Visual",33,"übersättigt",0,"female",36,5,9,36,17,42,"target",0.6
"översätta",5916,"Visual",15,,0,"female",11,2,9,6,29,18,"target",0.6
"översätta",1976,"Visual",50,,0,"male",11,1,3,15,18,9,"target",0.6
"översätta",6448,"Visual",48,"universität",0,"female",11,2,6,7,22,8,"target",0.6
"översätta",7794,"Visual",17,,0,"male",64,3,6,36,10,38,"target",0.6
"översätta",5731,"Visual",23,,0,"female",76,3,6,38,16,41,"target",0.6
"översätta",6178,"Visual",17,"übersatt",0,"female",15,2,4,25,27,21,"target",0.6
"översätta",5290,"Visual",2,,0,"female",10,2,6,20,4,10,"target",0.6
"översätta",6510,"Visual",49,"Übersatt",0,"female",41,2,8,34,30,40,"target",0.6
"översätta",5901,"Visual",30,,0,"male",15,2,6,30,23,33,"target",0.6
"översätta",9219,"Visual",13,,0,"male",11,1,6,11,9,13,"target",0.6
"översätta",8699,"Visual",8,,0,"female",80,4,5,36,12,30,"target",0.6
"översätta",9781,"Visual",34,"übersetzen",1,"male",43,4,12,34,35,37,"target",0.6
"översätta",4675,"Visual",13,,0,"male",71,2,6,33,3,17,"target",0.6
"översätta",6832,"Visual",7,"übersetzen",1,"female",53,4,8,36,20,33,"target",0.6
"översätta",3558,"Visual",23,,0,"male",10,2,3,4,14,9,"target",0.6
"översätta",7540,"Visual",20,,0,"female",59,2,5,31,13,29,"target",0.6
"översätta",8443,"Visual",11,"übersättigt",0,"female",71,5,5,33,0,36,"target",0.6
"översätta",326,"Visual",1,,0,"female",32,3,6,35,19,32,"target",0.6
"översätta",3357,"Visual",17,,0,"female",44,3,5,34,18,31,"target",0.6
"översätta",5584,"Visual",23,,0,"female",30,4,9,37,29,39,"target",0.6
"översätta",7569,"Visual",25,,0,"male",10,1,7,4,8,6,"target",0.6
"översätta",9913,"Visual",2,"übersatt ",0,"female",40,3,8,29,17,17,"target",0.6
"översätta",2271,"Visual",46,,0,"female",26,4,8,35,28,43,"target",0.6
"översätta",7859,"Visual",21,"übersättigt",0,"female",62,4,5,35,11,28,"target",0.6
"översätta",7330,"Visual",2,"übersättigt",0,"female",68,4,8,37,12,37,"target",0.6
"översätta",7886,"Visual",50,,0,"female",10,1,6,27,26,31,"target",0.6
"översätta",7215,"Visual",34,"übersetzen",1,"male",74,3,4,34,13,21,"target",0.6
"översätta",5566,"Visual",15,"übersetzen",1,"female",42,4,4,32,6,31,"target",0.6
"översätta",2196,"Visual",21,"genug",0,"female",67,4,6,35,22,36,"target",0.6
"översätta",9275,"Visual",22,"übersetzen",1,"male",72,3,7,35,9,15,"target",0.6
"översätta",1401,"Visual",38,"übersättigt",0,"male",59,4,10,38,21,39,"target",0.6
"översätta",7921,"Visual",19,,0,"female",15,4,6,27,26,31,"target",0.6
"översätta",6552,"Visual",17,,0,"female",15,6,10,33,30,33,"target",0.6
"översätta",8763,"Visual",37,,0,"female",40,2,4,27,26,13,"target",0.6
"översätta",8968,"Visual",36,"übersetzen",1,"male",25,2,6,31,21,26,"target",0.6
"översätta",8667,"Visual",23,"nachsitzen",0,"female",27,3,6,33,33,44,"target",0.6
"översätta",6544,"Visual",7,,0,"female",16,4,6,29,25,27,"target",0.6
"översätta",2795,"Visual",41,,0,"female",70,2,7,37,7,7,"target",0.6
"översätta",8942,"Visual",16,"übersetzen",1,"male",32,3,6,35,25,42,"target",0.6
"översätta",552,"Visual",32,"übersättigt",0,"female",56,3,6,36,24,30,"target",0.6
"översätta",9022,"Visual",48,"uebersaettigt",0,"female",65,2,7,33,12,29,"target",0.6
"översätta",1404,"Visual",3,"übersät",0,"female",23,3,6,29,27,29,"target",0.6
"översätta",7269,"Visual",34,,0,"male",25,5,12,35,24,36,"target",0.6
"översätta",4155,"Visual",22,"überschätzen",0,"female",33,4,6,35,27,42,"target",0.6
"översätta",1897,"Visual",7,"übersetzen",1,"male",33,8,5,31,16,30,"target",0.6
"översätta",9555,"Visual",19,,0,"male",51,3,6,34,14,36,"target",0.6
"översätta",1034,"Visual",45,"übersatt",0,"female",51,3,6,32,23,19,"target",0.6
"översätta",230,"Visual",3,"übersättigt",0,"male",84,4,7,37,20,31,"target",0.6
"översätta",1076,"Visual",13,"überessen",0,"male",14,3,9,30,32,23,"target",0.6
"översätta",550,"Visual",17,"übersatt",0,"female",52,3,5,35,15,27,"target",0.6
"översätta",4181,"Visual",38,,0,"female",74,4,5,36,0,35,"target",0.6
"översätta",5755,"Visual",13,"übersetzen",1,"male",16,4,6,36,29,38,"target",0.6
"översätta",5153,"Visual",7,"übersetzen",1,"female",51,3,6,37,18,37,"target",0.6
"översätta",288,"Visual",4,"übersättigt",0,"male",28,4,9,35,24,39,"target",0.6
"översätta",1936,"Visual",8,"übersetzen",1,"male",60,4,7,36,24,41,"target",0.6
"översätta",3434,"Visual",31,"übersättigt",0,"female",37,3,3,37,17,39,"target",0.6
"översätta",5885,"Visual",13,"übersättigt",0,"male",62,2,8,37,13,36,"target",0.6
"översätta",5180,"Visual",37,,0,"male",65,5,6,38,11,34,"target",0.6
"översätta",1232,"Visual",42,"überfüllt",0,"male",24,4,5,32,8,34,"target",0.6
"översätta",3454,"Visual",24,,0,"male",10,2,5,23,9,11,"target",0.6
"paraply",8674,"Auditory",43,"regenschirm",1,"female",63,3,6,31,23,20,"target",0.25
"paraply",9318,"Auditory",26,"parapletiker",0,"male",72,2,6,34,9,19,"target",0.25
"paraply",6599,"Auditory",47,,0,"female",10,2,4,9,12,6,"target",0.25
"paraply",7601,"Auditory",47,"Schrim",1,"female",38,3,9,36,22,39,"target",0.25
"paraply",7098,"Auditory",8,,0,"female",62,1,2,35,1,37,"target",0.25
"paraply",7921,"Auditory",7,,0,"female",15,4,6,27,26,31,"target",0.25
"paraply",8788,"Auditory",8,"paraplegisch",0,"male",35,3,9,37,29,42,"target",0.25
"paraply",6618,"Auditory",50,"regenschirm",1,"male",44,1,4,33,7,29,"target",0.25
"paraply",6843,"Auditory",16,"schirm",1,"male",71,2,6,31,4,28,"target",0.25
"paraply",9781,"Auditory",48,"regenschirm",1,"male",43,4,12,34,35,37,"target",0.25
"paraply",7616,"Auditory",45,,0,"female",11,2,6,13,2,15,"target",0.25
"paraply",9442,"Auditory",11,,0,"female",23,2,6,32,27,34,"target",0.25
"paraply",8094,"Auditory",44,"paraplui - schirm",1,"male",56,3,7,37,19,33,"target",0.25
"paraply",9022,"Auditory",44,"regenschirm",1,"female",65,2,7,33,12,29,"target",0.25
"paraply",9490,"Auditory",28,"Schirm",1,"female",39,2,9,35,21,32,"target",0.25
"paraply",8798,"Auditory",49,"Regenschirm",1,"male",15,2,5,20,18,14,"target",0.25
"paraply",8509,"Auditory",37,"regenschirm",1,"male",68,3,5,34,10,18,"target",0.25
"paraply",8477,"Auditory",39,"Regenschirm",1,"female",42,3,8,36,25,26,"target",0.25
"paraply",3836,"Auditory",40,"paraplegie",0,"female",66,4,9,35,20,29,"target",0.25
"paraply",1967,"Auditory",26,"regenschirm",1,"male",72,1,5,"NA",3,10,"target",0.25
"paraply",4181,"Auditory",34,"schirm",1,"female",74,4,5,36,0,35,"target",0.25
"paraply",9093,"Auditory",8,,0,"female",15,3,6,18,23,21,"target",0.25
"paraply",9802,"Auditory",1,,0,"female",28,4,6,34,18,37,"target",0.25
"paraply",8699,"Auditory",10,"regenschirm",1,"female",80,4,5,36,12,30,"target",0.25
"paraply",9861,"Auditory",28,"gelähmt",0,"male",24,4,7,36,25,41,"target",0.25
"paraply",1570,"Auditory",16,"regenschirm",1,"male",29,4,6,36,19,"NA","target",0.25
"paraply",326,"Auditory",8,,0,"female",32,3,6,35,19,32,"target",0.25
"paraply",1976,"Auditory",2,,0,"male",11,1,3,15,18,9,"target",0.25
"paraply",64,"Auditory",25,"Regenschirm",1,"female",27,4,7,34,28,42,"target",0.25
"paraply",1644,"Auditory",16,"regenschirm",1,"female",45,3,6,34,19,32,"target",0.25
"paraply",4274,"Auditory",38,"regen",0,"male",70,3,9,38,18,34,"target",0.25
"paraply",675,"Auditory",23,,0,"male",30,3,7,29,23,28,"target",0.25
"paraply",3494,"Auditory",4,"paradies",0,"female",46,4,5,32,22,28,"target",0.25
"paraply",5885,"Auditory",30,"Regenschirm",1,"male",62,2,8,37,13,36,"target",0.25
"paraply",2846,"Auditory",17,,0,"female",11,3,6,4,15,6,"target",0.25
"paraply",1264,"Auditory",14,"regenschirm",1,"male",12,1,5,17,19,11,"target",0.25
"paraply",6329,"Auditory",19,"Regenschirm",1,"female",56,3,6,37,21,42,"target",0.25
"paraply",1312,"Auditory",49,,0,"male",77,2,6,32,2,9,"target",0.25
"paraply",6131,"Auditory",21,"Regenschirm",1,"female",46,3,8,37,9,20,"target",0.25
"paraply",8373,"Auditory",43,,0,"female",30,6,8,36,19,42,"target",0.25
"paraply",3558,"Auditory",9,,0,"male",10,2,3,4,14,9,"target",0.25
"paraply",3843,"Auditory",26,"schirm",1,"male",70,4,5,34,17,10,"target",0.25
"paraply",2909,"Auditory",48,,0,"male",58,2,8,34,9,16,"target",0.25
"paraply",5901,"Auditory",45,"paralisiert",0,"male",15,2,6,30,23,33,"target",0.25
"paraply",2285,"Auditory",50,,0,"male",51,2,7,34,32,35,"target",0.25
"paraply",447,"Auditory",1,"Regenschirm",1,"female",53,3,8,34,16,30,"target",0.25
"paraply",2795,"Auditory",15,,0,"female",70,2,7,37,7,7,"target",0.25
"paraply",1232,"Auditory",48,"Regenschirm",1,"male",24,4,5,32,8,34,"target",0.25
"paraply",527,"Auditory",49,"regenschirm",1,"male",71,2,8,34,15,35,"target",0.25
"paraply",7479,"Auditory",17,,0,"male",25,4,11,38,34,43,"target",0.25
"paraply",6448,"Auditory",31,,0,"female",11,2,6,7,22,8,"target",0.25
"paraply",3172,"Auditory",25,,0,"male",16,2,8,23,17,19,"target",0.25
"paraply",9193,"Auditory",10,"Regenschirm",1,"female",25,9,6,32,20,38,"target",0.25
"paraply",5277,"Auditory",8,,0,"male",27,3,7,29,29,"NA","target",0.25
"paraply",8706,"Auditory",1,"regenschirm",1,"male",70,3,7,34,7,15,"target",0.25
"paraply",6552,"Auditory",49,"regenschirm",1,"female",15,6,10,33,30,33,"target",0.25
"paraply",6800,"Auditory",10,,0,"female",28,4,6,31,13,"NA","target",0.25
"paraply",6150,"Auditory",7,,0,"male",63,6,6,36,18,31,"target",0.25
"paraply",7744,"Auditory",11,,0,"male",11,2,2,6,18,9,"target",0.25
"paraply",8805,"Auditory",32,"Regenschirm",1,"male",70,4,4,35,22,35,"target",0.25
"paraply",6760,"Auditory",25,"Regenschirm",1,"male",52,4,7,34,27,39,"target",0.25
"paraply",7886,"Auditory",44,,0,"female",10,1,6,27,26,31,"target",0.25
"paraply",6164,"Auditory",36,,0,"male",10,1,5,8,13,29,"target",0.25
"paraply",7540,"Auditory",20,"Parapluie - Regenschirm",1,"female",59,2,5,31,13,29,"target",0.25
"paraply",4566,"Auditory",17,,0,"female",11,3,6,17,15,10,"target",0.25
"paraply",7164,"Auditory",48,,0,"male",10,1,2,4,19,5,"target",0.25
"paraply",5153,"Auditory",22,"paraplegie",0,"female",51,3,6,37,18,37,"target",0.25
"paraply",5566,"Auditory",45,"Regenschirm",1,"female",42,4,4,32,6,31,"target",0.25
"paraply",6178,"Auditory",17,,0,"female",15,2,4,25,27,21,"target",0.25
"paraply",7569,"Auditory",29,,0,"male",10,1,7,4,8,6,"target",0.25
"paraply",8385,"Auditory",28,,0,"female",69,2,4,28,7,26,"target",0.25
"paraply",5491,"Auditory",26,"Regenschirm",1,"female",41,4,7,35,32,43,"target",0.25
"paraply",78,"Auditory",32,"Regenschirm",1,"female",47,3,8,33,26,27,"target",0.25
"paraply",3204,"Auditory",2,"Regenschirm",1,"female",15,2,9,25,23,28,"target",0.25
"paraply",5180,"Auditory",33,"parapluie = Regenschirm",1,"male",65,5,6,38,11,34,"target",0.25
"paraply",4675,"Auditory",44,"schirm",1,"male",71,2,6,33,3,17,"target",0.25
"paraply",8760,"Auditory",18,"paraplui",1,"male",82,2,7,37,7,22,"target",0.25
"paraply",7794,"Auditory",41,"regenschirm",1,"male",64,3,6,36,10,38,"target",0.25
"paraply",8531,"Auditory",9,"Regenschirm",1,"female",52,4,8,36,30,31,"target",0.25
"paraply",717,"Auditory",18,"Regenschirm",1,"female",15,2,6,29,21,25,"target",0.25
"paraply",6544,"Auditory",36,,0,"female",16,4,6,29,25,27,"target",0.25
"paraply",7269,"Auditory",1,"Schmetterling",0,"male",25,5,12,35,24,36,"target",0.25
"paraply",3859,"Auditory",15,"schirm",1,"female",24,5,9,35,21,44,"target",0.25
"paraply",9219,"Auditory",16,,0,"male",11,1,6,11,9,13,"target",0.25
"paraply",6537,"Auditory",6,,0,"female",35,3,7,35,24,41,"target",0.25
"paraply",7859,"Auditory",7,"Regenschirm",1,"female",62,4,5,35,11,28,"target",0.25
"paraply",4650,"Auditory",48,"fallschirm",0,"female",48,4,8,41,21,41,"target",0.25
"paraply",7165,"Auditory",46,,0,"male",16,3,6,32,18,34,"target",0.25
"paraply",6215,"Auditory",39,"regenschirm",1,"male",72,4,7,38,19,38,"target",0.25
"paraply",5916,"Auditory",10,,0,"female",11,2,9,6,29,18,"target",0.25
"paraply",9912,"Auditory",30,,0,"male",10,2,4,9,14,9,"target",0.25
"paraply",1668,"Auditory",36,"Regenschirm",1,"female",37,3,6,35,21,37,"target",0.25
"paraply",2290,"Auditory",12,"paraliil",0,"male",58,2,5,36,0,33,"target",0.25
"paraply",2196,"Auditory",17,"schirm",1,"female",67,4,6,35,22,36,"target",0.25
"paraply",6780,"Auditory",3,"regenschirm",1,"male",68,4,7,40,21,36,"target",0.25
"paraply",4854,"Auditory",31,,0,"male",86,3,7,34,8,9,"target",0.25
"paraply",545,"Auditory",45,,0,"female",16,3,4,29,21,25,"target",0.25
"paraply",9509,"Auditory",40,"gelähmt",0,"male",73,3,7,37,14,38,"target",0.25
"paraply",6510,"Auditory",17,"Paraplegiker",0,"female",41,2,8,34,30,40,"target",0.25
