"VPNID","NumberOfLanguages","InputPortugueseSchool","PortugueseFather","PortugueseMother","PortugueseParents","EducationFather","EducationMother","EducationParents","LanguageGroup","BilingualControl","RegionalLanguage","Time","Result"
"AB_PLD_3",3,20,3,5,8,1,4,5,"Bilingual group (German)","bilingual","German","T1",6
"AB_PLD_3",3,20,3,5,8,1,4,5,"Bilingual group (German)","bilingual","German","T2",12
"AB_PLD_3",3,20,3,5,8,1,4,5,"Bilingual group (German)","bilingual","German","T3",NA
"AB_PLD_4",2,30,6,5,11,1,3,4,"Bilingual group (German)","bilingual","German","T1",10
"AB_PLD_4",2,30,6,5,11,1,3,4,"Bilingual group (German)","bilingual","German","T2",13
"AB_PLD_4",2,30,6,5,11,1,3,4,"Bilingual group (German)","bilingual","German","T3",10
"AB_PLD_6",2,50,4,4,8,1,2,3,"Bilingual group (German)","bilingual","German","T1",11
"AB_PLD_6",2,50,4,4,8,1,2,3,"Bilingual group (German)","bilingual","German","T2",10
"AB_PLD_6",2,50,4,4,8,1,2,3,"Bilingual group (German)","bilingual","German","T3",12
"AB_PLD_7",2,50,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T1",9
"AB_PLD_7",2,50,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T2",9
"AB_PLD_7",2,50,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T3",8
"AB_PLD_8",2,50,6,6,12,1,3,4,"Bilingual group (German)","bilingual","German","T1",8
"AB_PLD_8",2,50,6,6,12,1,3,4,"Bilingual group (German)","bilingual","German","T2",8
"AB_PLD_8",2,50,6,6,12,1,3,4,"Bilingual group (German)","bilingual","German","T3",9
"AC_PLD_1",2,40,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",12
"AC_PLD_1",2,40,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",10
"AC_PLD_1",2,40,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",10
"AC_PLD_2",2,25,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T1",10
"AC_PLD_2",2,25,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T2",11
"AC_PLD_2",2,25,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T3",14
"AC_PLD_3",2,25,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T1",8
"AC_PLD_3",2,25,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T2",11
"AC_PLD_3",2,25,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T3",NA
"AC_PLD_8",2,40,6,5,11,1,3,4,"Bilingual group (German)","bilingual","German","T1",6
"AC_PLD_8",2,40,6,5,11,1,3,4,"Bilingual group (German)","bilingual","German","T2",NA
"AC_PLD_8",2,40,6,5,11,1,3,4,"Bilingual group (German)","bilingual","German","T3",NA
"AF_PLD_1",3,30,NA,5,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",9
"AF_PLD_1",3,30,NA,5,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",8
"AF_PLD_1",3,30,NA,5,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",10
"AF_PLD_2",2,20,4,6,10,5,4,9,"Bilingual group (German)","bilingual","German","T1",12
"AF_PLD_2",2,20,4,6,10,5,4,9,"Bilingual group (German)","bilingual","German","T2",10
"AF_PLD_2",2,20,4,6,10,5,4,9,"Bilingual group (German)","bilingual","German","T3",9
"AG_PLD_1",3,50,5,5,10,4,2,6,"Bilingual group (German)","bilingual","German","T1",7
"AG_PLD_1",3,50,5,5,10,4,2,6,"Bilingual group (German)","bilingual","German","T2",NA
"AG_PLD_1",3,50,5,5,10,4,2,6,"Bilingual group (German)","bilingual","German","T3",NA
"E_PLD_1",2,40,6,6,12,3,1,4,"Bilingual group (German)","bilingual","German","T1",11
"E_PLD_1",2,40,6,6,12,3,1,4,"Bilingual group (German)","bilingual","German","T2",8
"E_PLD_1",2,40,6,6,12,3,1,4,"Bilingual group (German)","bilingual","German","T3",9
"E_PLD_2",2,30,6,6,12,2,5,7,"Bilingual group (German)","bilingual","German","T1",8
"E_PLD_2",2,30,6,6,12,2,5,7,"Bilingual group (German)","bilingual","German","T2",NA
"E_PLD_2",2,30,6,6,12,2,5,7,"Bilingual group (German)","bilingual","German","T3",10
"E_PLD_3",2,50,5,5,10,1,2,3,"Bilingual group (German)","bilingual","German","T1",9
"E_PLD_3",2,50,5,5,10,1,2,3,"Bilingual group (German)","bilingual","German","T2",9
"E_PLD_3",2,50,5,5,10,1,2,3,"Bilingual group (German)","bilingual","German","T3",8
"E_PLD_4",2,20,5,5,10,2,2,4,"Bilingual group (German)","bilingual","German","T1",8
"E_PLD_4",2,20,5,5,10,2,2,4,"Bilingual group (German)","bilingual","German","T2",NA
"E_PLD_4",2,20,5,5,10,2,2,4,"Bilingual group (German)","bilingual","German","T3",9
"E_PLD_5",2,10,5,5,10,1,2,3,"Bilingual group (German)","bilingual","German","T1",5
"E_PLD_5",2,10,5,5,10,1,2,3,"Bilingual group (German)","bilingual","German","T2",8
"E_PLD_5",2,10,5,5,10,1,2,3,"Bilingual group (German)","bilingual","German","T3",10
"E_PLD_6",2,10,5,5,10,2,2,4,"Bilingual group (German)","bilingual","German","T1",10
"E_PLD_6",2,10,5,5,10,2,2,4,"Bilingual group (German)","bilingual","German","T2",12
"E_PLD_6",2,10,5,5,10,2,2,4,"Bilingual group (German)","bilingual","German","T3",8
"E_PLD_7",2,30,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T1",11
"E_PLD_7",2,30,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T2",8
"E_PLD_7",2,30,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T3",8
"E_PLD_8",2,20,4,6,10,3,4,7,"Bilingual group (German)","bilingual","German","T1",8
"E_PLD_8",2,20,4,6,10,3,4,7,"Bilingual group (German)","bilingual","German","T2",8
"E_PLD_8",2,20,4,6,10,3,4,7,"Bilingual group (German)","bilingual","German","T3",16
"E_PLD_9",2,20,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",8
"E_PLD_9",2,20,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",10
"E_PLD_9",2,20,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",11
"E_PLD_10",2,10,5,4,9,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",9
"E_PLD_10",2,10,5,4,9,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",9
"E_PLD_10",2,10,5,4,9,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",9
"E_PLD_11",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",11
"E_PLD_11",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",10
"E_PLD_11",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",NA
"E_PLD_12",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",7
"E_PLD_12",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",NA
"E_PLD_12",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",12
"E_PLD_13",2,20,5,5,10,4,4,8,"Bilingual group (German)","bilingual","German","T1",10
"E_PLD_13",2,20,5,5,10,4,4,8,"Bilingual group (German)","bilingual","German","T2",6
"E_PLD_13",2,20,5,5,10,4,4,8,"Bilingual group (German)","bilingual","German","T3",13
"E_PLD_14",2,20,6,6,12,1,4,5,"Bilingual group (German)","bilingual","German","T1",9
"E_PLD_14",2,20,6,6,12,1,4,5,"Bilingual group (German)","bilingual","German","T2",11
"E_PLD_14",2,20,6,6,12,1,4,5,"Bilingual group (German)","bilingual","German","T3",11
"E_PLD_15",2,60,NA,6,NA,NA,4,NA,"Bilingual group (German)","bilingual","German","T1",7
"E_PLD_15",2,60,NA,6,NA,NA,4,NA,"Bilingual group (German)","bilingual","German","T2",11
"E_PLD_15",2,60,NA,6,NA,NA,4,NA,"Bilingual group (German)","bilingual","German","T3",12
"E_PLD_16",2,30,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",7
"E_PLD_16",2,30,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",11
"E_PLD_16",2,30,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",7
"E_PLD_18",2,45,5,5,10,1,1,2,"Bilingual group (German)","bilingual","German","T1",6
"E_PLD_18",2,45,5,5,10,1,1,2,"Bilingual group (German)","bilingual","German","T2",9
"E_PLD_18",2,45,5,5,10,1,1,2,"Bilingual group (German)","bilingual","German","T3",7
"F_PLD_3",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",8
"F_PLD_3",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",8
"F_PLD_3",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",NA
"F_PLD_4",2,40,4,6,10,2,5,7,"Bilingual group (German)","bilingual","German","T1",8
"F_PLD_4",2,40,4,6,10,2,5,7,"Bilingual group (German)","bilingual","German","T2",10
"F_PLD_4",2,40,4,6,10,2,5,7,"Bilingual group (German)","bilingual","German","T3",NA
"F_PLD_5",2,40,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",8
"F_PLD_5",2,40,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",9
"F_PLD_5",2,40,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",NA
"F_PLD_7",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",6
"F_PLD_7",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",7
"F_PLD_7",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",NA
"F_PLD_8",2,40,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T1",8
"F_PLD_8",2,40,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T2",10
"F_PLD_8",2,40,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T3",NA
"H_PLD_2",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",6
"H_PLD_2",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",8
"H_PLD_2",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",NA
"H_PLD_4",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",7
"H_PLD_4",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",12
"H_PLD_4",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",NA
"H_PLD_6",2,50,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T1",4
"H_PLD_6",2,50,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T2",NA
"H_PLD_6",2,50,6,6,12,1,2,3,"Bilingual group (German)","bilingual","German","T3",NA
"H_PLD_7",3,20,NA,6,NA,NA,2,NA,"Bilingual group (German)","bilingual","German","T1",10
"H_PLD_7",3,20,NA,6,NA,NA,2,NA,"Bilingual group (German)","bilingual","German","T2",7
"H_PLD_7",3,20,NA,6,NA,NA,2,NA,"Bilingual group (German)","bilingual","German","T3",NA
"H_PLD_9",2,30,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",11
"H_PLD_9",2,30,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",NA
"H_PLD_9",2,30,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",NA
"H_PLD_12",2,50,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T1",7
"H_PLD_12",2,50,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T2",NA
"H_PLD_12",2,50,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T3",NA
"I_PLD_3",2,30,6,5,11,4,2,6,"Bilingual group (German)","bilingual","German","T1",11
"I_PLD_3",2,30,6,5,11,4,2,6,"Bilingual group (German)","bilingual","German","T2",10
"I_PLD_3",2,30,6,5,11,4,2,6,"Bilingual group (German)","bilingual","German","T3",9
"J_PLD_1",2,40,6,6,12,3,3,6,"Bilingual group (German)","bilingual","German","T1",7
"J_PLD_1",2,40,6,6,12,3,3,6,"Bilingual group (German)","bilingual","German","T2",8
"J_PLD_1",2,40,6,6,12,3,3,6,"Bilingual group (German)","bilingual","German","T3",NA
"J_PLD_2",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",9
"J_PLD_2",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",6
"J_PLD_2",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",9
"J_PLD_5",2,40,6,6,12,2,3,5,"Bilingual group (German)","bilingual","German","T1",9
"J_PLD_5",2,40,6,6,12,2,3,5,"Bilingual group (German)","bilingual","German","T2",NA
"J_PLD_5",2,40,6,6,12,2,3,5,"Bilingual group (German)","bilingual","German","T3",7
"J_PLD_8",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",8
"J_PLD_8",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",NA
"J_PLD_8",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",6
"L_PLD_1",2,20,5,5,10,1,1,2,"Bilingual group (German)","bilingual","German","T1",4
"L_PLD_1",2,20,5,5,10,1,1,2,"Bilingual group (German)","bilingual","German","T2",4
"L_PLD_1",2,20,5,5,10,1,1,2,"Bilingual group (German)","bilingual","German","T3",7
"L_PLD_2",2,30,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",4
"L_PLD_2",2,30,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",NA
"L_PLD_2",2,30,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",10
"L_PLD_3",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",8
"L_PLD_3",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",8
"L_PLD_3",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",12
"L_PLD_5",2,30,3,3,6,1,1,2,"Bilingual group (German)","bilingual","German","T1",9
"L_PLD_5",2,30,3,3,6,1,1,2,"Bilingual group (German)","bilingual","German","T2",7
"L_PLD_5",2,30,3,3,6,1,1,2,"Bilingual group (German)","bilingual","German","T3",8
"L_PLD_7",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",6
"L_PLD_7",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",11
"L_PLD_7",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",NA
"L_PLD_8",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",5
"L_PLD_8",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",10
"L_PLD_8",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",9
"L_PLD_9",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",7
"L_PLD_9",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",9
"L_PLD_9",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",11
"L_PLD_10",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",7
"L_PLD_10",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",6
"L_PLD_10",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",NA
"L_PLD_11",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",5
"L_PLD_11",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",NA
"L_PLD_11",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",NA
"L_PLD_13",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",9
"L_PLD_13",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",7
"L_PLD_13",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",9
"L_PLD_16",2,40,6,6,12,3,3,6,"Bilingual group (German)","bilingual","German","T1",8
"L_PLD_16",2,40,6,6,12,3,3,6,"Bilingual group (German)","bilingual","German","T2",NA
"L_PLD_16",2,40,6,6,12,3,3,6,"Bilingual group (German)","bilingual","German","T3",9
"L_PLD_17",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",7
"L_PLD_17",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",12
"L_PLD_17",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",7
"L_PLD_18",2,NA,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",9
"L_PLD_18",2,NA,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",9
"L_PLD_18",2,NA,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",7
"M_PLD_1",2,40,5,4,9,4,4,8,"Bilingual group (German)","bilingual","German","T1",11
"M_PLD_1",2,40,5,4,9,4,4,8,"Bilingual group (German)","bilingual","German","T2",9
"M_PLD_1",2,40,5,4,9,4,4,8,"Bilingual group (German)","bilingual","German","T3",13
"M_PLD_3",3,30,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",3
"M_PLD_3",3,30,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",5
"M_PLD_3",3,30,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",8
"M_PLD_4",2,50,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T1",8
"M_PLD_4",2,50,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T2",6
"M_PLD_4",2,50,6,6,12,2,1,3,"Bilingual group (German)","bilingual","German","T3",11
"M_PLD_7",2,50,6,6,12,4,4,8,"Bilingual group (German)","bilingual","German","T1",8
"M_PLD_7",2,50,6,6,12,4,4,8,"Bilingual group (German)","bilingual","German","T2",NA
"M_PLD_7",2,50,6,6,12,4,4,8,"Bilingual group (German)","bilingual","German","T3",9
"M_PLD_10",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",11
"M_PLD_10",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",NA
"M_PLD_10",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",4
"M_PLD_11",2,60,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",10
"M_PLD_11",2,60,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",9
"M_PLD_11",2,60,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",12
"M_PLD_12",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",6
"M_PLD_12",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",10
"M_PLD_12",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",10
"M_PLD_13",2,50,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T1",7
"M_PLD_13",2,50,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T2",11
"M_PLD_13",2,50,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T3",11
"O_PLD_2",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T1",8
"O_PLD_2",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T2",8
"O_PLD_2",2,50,6,6,12,1,1,2,"Bilingual group (German)","bilingual","German","T3",8
"O_PLD_4",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",8
"O_PLD_4",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",7
"O_PLD_4",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",10
"O_PLD_5",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",8
"O_PLD_5",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",11
"O_PLD_5",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",8
"O_PLD_6",2,70,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T1",8
"O_PLD_6",2,70,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T2",11
"O_PLD_6",2,70,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T3",9
"O_PLD_7",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",7
"O_PLD_7",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",NA
"O_PLD_7",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",NA
"O_PLD_8",2,25,NA,4,NA,NA,4,NA,"Bilingual group (German)","bilingual","German","T1",7
"O_PLD_8",2,25,NA,4,NA,NA,4,NA,"Bilingual group (German)","bilingual","German","T2",NA
"O_PLD_8",2,25,NA,4,NA,NA,4,NA,"Bilingual group (German)","bilingual","German","T3",9
"O_PLD_9",2,30,6,6,12,3,3,6,"Bilingual group (German)","bilingual","German","T1",7
"O_PLD_9",2,30,6,6,12,3,3,6,"Bilingual group (German)","bilingual","German","T2",NA
"O_PLD_9",2,30,6,6,12,3,3,6,"Bilingual group (German)","bilingual","German","T3",11
"O_PLD_10",2,20,6,5,11,1,1,2,"Bilingual group (German)","bilingual","German","T1",8
"O_PLD_10",2,20,6,5,11,1,1,2,"Bilingual group (German)","bilingual","German","T2",6
"O_PLD_10",2,20,6,5,11,1,1,2,"Bilingual group (German)","bilingual","German","T3",10
"O_PLD_11",3,25,NA,4,NA,NA,2,NA,"Bilingual group (German)","bilingual","German","T1",7
"O_PLD_11",3,25,NA,4,NA,NA,2,NA,"Bilingual group (German)","bilingual","German","T2",10
"O_PLD_11",3,25,NA,4,NA,NA,2,NA,"Bilingual group (German)","bilingual","German","T3",NA
"O_PLD_13",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T1",7
"O_PLD_13",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T2",6
"O_PLD_13",NA,NA,NA,NA,NA,NA,NA,NA,"Bilingual group (German)","bilingual","German","T3",NA
"O_PLD_17",2,10,6,1,7,1,2,3,"Bilingual group (German)","bilingual","German","T1",6
"O_PLD_17",2,10,6,1,7,1,2,3,"Bilingual group (German)","bilingual","German","T2",6
"O_PLD_17",2,10,6,1,7,1,2,3,"Bilingual group (German)","bilingual","German","T3",NA
"O_PLD_21",2,25,6,6,12,3,2,5,"Bilingual group (German)","bilingual","German","T1",8
"O_PLD_21",2,25,6,6,12,3,2,5,"Bilingual group (German)","bilingual","German","T2",NA
"O_PLD_21",2,25,6,6,12,3,2,5,"Bilingual group (German)","bilingual","German","T3",14
"X_PND_1",2,80,5,6,11,1,3,4,"Bilingual group (German)","bilingual","German","T1",9
"X_PND_1",2,80,5,6,11,1,3,4,"Bilingual group (German)","bilingual","German","T2",13
"X_PND_1",2,80,5,6,11,1,3,4,"Bilingual group (German)","bilingual","German","T3",11
"X_PND_2",2,50,6,6,12,2,3,5,"Bilingual group (German)","bilingual","German","T1",10
"X_PND_2",2,50,6,6,12,2,3,5,"Bilingual group (German)","bilingual","German","T2",11
"X_PND_2",2,50,6,6,12,2,3,5,"Bilingual group (German)","bilingual","German","T3",7
"X_PND_3",2,50,6,6,12,1,4,5,"Bilingual group (German)","bilingual","German","T1",8
"X_PND_3",2,50,6,6,12,1,4,5,"Bilingual group (German)","bilingual","German","T2",11
"X_PND_3",2,50,6,6,12,1,4,5,"Bilingual group (German)","bilingual","German","T3",9
"X_PND_4",2,50,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T1",7
"X_PND_4",2,50,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T2",7
"X_PND_4",2,50,6,6,12,2,2,4,"Bilingual group (German)","bilingual","German","T3",10
"AI_CP_2",2,NA,3,NA,NA,3,3,6,"Control group Portuguese","control","Portuguese","T1",13
"AI_CP_2",2,NA,3,NA,NA,3,3,6,"Control group Portuguese","control","Portuguese","T2",13
"AI_CP_2",2,NA,3,NA,NA,3,3,6,"Control group Portuguese","control","Portuguese","T3",16
"AI_CP_3",2,50,6,5,11,5,5,10,"Control group Portuguese","control","Portuguese","T1",10
"AI_CP_3",2,50,6,5,11,5,5,10,"Control group Portuguese","control","Portuguese","T2",14
"AI_CP_3",2,50,6,5,11,5,5,10,"Control group Portuguese","control","Portuguese","T3",14
"AI_CP_4",1,NA,6,6,12,1,2,3,"Control group Portuguese","control","Portuguese","T1",14
"AI_CP_4",1,NA,6,6,12,1,2,3,"Control group Portuguese","control","Portuguese","T2",12
"AI_CP_4",1,NA,6,6,12,1,2,3,"Control group Portuguese","control","Portuguese","T3",11
"AI_CP_5",1,NA,6,6,12,4,5,9,"Control group Portuguese","control","Portuguese","T1",10
"AI_CP_5",1,NA,6,6,12,4,5,9,"Control group Portuguese","control","Portuguese","T2",13
"AI_CP_5",1,NA,6,6,12,4,5,9,"Control group Portuguese","control","Portuguese","T3",12
"AI_CP_6",1,NA,6,6,12,2,2,4,"Control group Portuguese","control","Portuguese","T1",9
"AI_CP_6",1,NA,6,6,12,2,2,4,"Control group Portuguese","control","Portuguese","T2",11
"AI_CP_6",1,NA,6,6,12,2,2,4,"Control group Portuguese","control","Portuguese","T3",11
"AI_CP_7",1,NA,6,6,12,4,4,8,"Control group Portuguese","control","Portuguese","T1",10
"AI_CP_7",1,NA,6,6,12,4,4,8,"Control group Portuguese","control","Portuguese","T2",11
"AI_CP_7",1,NA,6,6,12,4,4,8,"Control group Portuguese","control","Portuguese","T3",13
"AI_CP_8",1,NA,6,6,12,3,3,6,"Control group Portuguese","control","Portuguese","T1",11
"AI_CP_8",1,NA,6,6,12,3,3,6,"Control group Portuguese","control","Portuguese","T2",13
"AI_CP_8",1,NA,6,6,12,3,3,6,"Control group Portuguese","control","Portuguese","T3",14
"AI_CP_9",1,NA,6,6,12,1,1,2,"Control group Portuguese","control","Portuguese","T1",10
"AI_CP_9",1,NA,6,6,12,1,1,2,"Control group Portuguese","control","Portuguese","T2",10
"AI_CP_9",1,NA,6,6,12,1,1,2,"Control group Portuguese","control","Portuguese","T3",NA
"AI_CP_10",NA,NA,NA,NA,NA,NA,NA,NA,"Control group Portuguese","control","Portuguese","T1",7
"AI_CP_10",NA,NA,NA,NA,NA,NA,NA,NA,"Control group Portuguese","control","Portuguese","T2",10
"AI_CP_10",NA,NA,NA,NA,NA,NA,NA,NA,"Control group Portuguese","control","Portuguese","T3",13
"AI_CP_11",1,NA,6,6,12,3,4,7,"Control group Portuguese","control","Portuguese","T1",15
"AI_CP_11",1,NA,6,6,12,3,4,7,"Control group Portuguese","control","Portuguese","T2",NA
