"Stimulus","Subject","Hand","Session","Block","Mode","Trial","Response","RT","Translation","Correct","Spoken","Written","SpokenProfile","WrittenProfile","Sequence","PositionInSession","Sex","Age","L1","OtherLanguages","NrLang","DS.Span","DS.Total","WST.Right","WST.Wrong","Raven.Right","English.Total","English.MC","English.Cloze","LDT.Hits","LDT.FalseAlarms","LDT.WordRT","LDT.NonwordRT","LDT.APrime","LDT.AverageRT","Simon.CorrectCongruent","Simon.CorrectIncongruent","Simon.CongruentRT","Simon.IncongruentRT","Simon.RTRatio","Simon.RTDifference","HD_LV_Niveau","HD_HV_Niveau","FR_LV_Niveau","FR_HV_Niveau","EN_LV_Niveau","EN_HV_Niveau","ProfileRight","zEnglish.MC","zEnglish.Cloze","English.Overall","Nonresponses","Status","Duration","Swedish","German","English","French","EnglishCognate","SwedishVoc","GermanVoc","EnglishVoc","FrenchVoc","SwedishCons","GermanCons","EnglishCons","FrenchCons","LevGer","LevEng","LevFre","ClosestCognate","MinLev","LevGerCons","LevEngCons","LevFreCons","ClosestCognateCons","MinLevCons","LevGerVoc","LevEngVoc","LevFreVoc","ClosestCognateVoc","MinLevVoc","FreqGerman","FreqEnglish","FreqFrench","FreqTot","FrenchFreq","EnglishFreq","GermanFreq"
"vaxla","2285","right",2,1,"Auditory",3,"yes",1947,"wechseln","1",26,27,0,0,"CADB",1,"male",51,"monolingual","English, French",2,5,7,34,0,32,35,17,18,1,0.05,370.5,625,0.9875,497.75,1,1,537.5,594.5,1.1060465116,57,6,6,2,1,4,4,FALSE,0.7234676192,0.4973750801,1.2208426993,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","6448","right",1,2,"Auditory",1,"no",1118,"","0",5,4,0,0,"ACBD",2,"female",11,"monolingual","English, French",2,4,6,7,0,22,8,3,5,0.9,0.05,621,663,0.9597953216,642,1,1,675,639,0.9466666667,-36,6,6,1,1,2,1,FALSE,-2.3113029181,-1.4255620326,-3.7368649507,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","4566","right",1,1,"Auditory",40,"yes",1908,"wechseln","1",13,13,0,0,"DACB",3,"female",11,"monolingual","English, French, Portuguese",3,4,6,17,10,15,10,5,5,1,0.05,411.5,491,0.9875,451.25,0.5714285714,0.9285714286,321,358,1.1152647975,37,6,6,2,2,3,3,FALSE,-1.87776427,-1.4255620326,-3.3033263025,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","1404","right",1,2,"Auditory",12,"no",1747,"","0",20,19,0,0,"ACBD",2,"female",23,"monolingual","English, French, Italian",3,4,6,29,1,27,29,14,15,1,0,309.5,494.5,1,402,1,0.8571428571,336.5,352,1.0460624071,15.5,6,6,5,5,3,3,FALSE,0.0731596469,0.0536203618,0.1267800087,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","6510","right",1,1,"Auditory",40,"yes",1937,"Wechseln","1",19,20,0,0,"BCAD",2,"female",41,"monolingual","English, French",2,5,8,34,0,30,40,18,22,1,0,298,567.5,1,432.75,1,1,464,462.5,0.9967672414,-1.5,6,6,5,5,4,4,FALSE,0.9402369433,1.0890480379,2.0292849811,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","7859","right",1,1,"Auditory",49,"no",4675,"","0",15,16,0,0,"BDAC",4,"female",62,"monolingual","English, French, Italian, Spanish",4,4,5,35,2,11,28,14,14,1,0.15,423,780,0.9625,601.5,1,0.9285714286,558,672,1.2043010753,114,6,6,4,5,4,3,FALSE,0.0731596469,-0.0942978776,-0.0211382308,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","2654","right",1,1,"Auditory",38,"no",1313,"","0",18,10,0,0,"ACBD",2,"female",41,"monolingual","English, French",2,5,6,33,1,15,24,11,13,1,0,196,291.5,1,243.75,0.9285714286,1,502,469.5,0.9352589641,-32.5,6,6,3,3,3,3,FALSE,-0.5771483254,-0.2422161171,-0.8193644425,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","1644","right",1,1,"Auditory",27,"yes",1770,"wechseln","1",21,24,0,0,"BDAC",4,"female",45,"monolingual","English, French, Italian",3,4,6,34,0,19,32,15,17,1,0.05,300,1020,0.9875,660,1,1,423.5,461,1.0885478158,37.5,6,6,4,4,3,3,FALSE,0.289928971,0.3494568407,0.6393858116,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","3121","right",1,1,"Auditory",2,"yes",1758,"verseln","0",11,11,0,0,"CADB",1,"female",15,"bilingual","English, French",2,4,5,20,9,22,34,15,19,0.95,0,362,514.5,0.9875,438.25,0.8571428571,0.9285714286,491.5,444,0.9033570702,-47.5,6,6,6,6,3,3,FALSE,0.289928971,0.6452933196,0.9352222905,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","4369","right",1,1,"Auditory",9,"yes",1615,"wechseln","1",22,28,0,0,"ADBC",4,"female",41,"monolingual","English, French, Italian, Spanish",4,6,10,34,0,29,33,15,18,1,0.15,232.5,402,0.9625,317.25,1,1,349.5,404,1.1559370529,54.5,5,6,3,5,3,3,FALSE,0.289928971,0.4973750801,0.7873040511,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","3558","right",1,2,"Auditory",7,"yes",1821,"wechseln","1",9,3,0,0,"BDAC",4,"male",10,"monolingual","English, Tamil",2,3,3,4,0,14,9,5,4,0.95,0.1,526,738.5,0.9597953216,632.25,0.9285714286,1,457,483.5,1.0579868709,26.5,4,4,1,1,1,2,FALSE,-1.87776427,-1.573480272,-3.451244542,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","8443","right",1,2,"Auditory",8,"yes",2696,"wechseln","1",18,25,0,0,"BCAD",2,"female",71,"monolingual","English, French, Italian, Spanish, Rumantsch",5,4,5,33,0,0,36,17,19,1,0.05,323,654,0.9875,488.5,1,1,557,543,0.9748653501,-14,6,6,6,6,6,6,FALSE,0.7234676192,0.6452933196,1.3687609387,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","527","right",1,1,"Auditory",12,"yes",4520,"wechseln","1",9,15,0,0,"ACBD",2,"male",71,"monolingual","English, French",2,5,8,34,0,15,35,16,19,0.95,0.1,672,1578.5,0.9597953216,1125.25,1,1,760.5,703.5,0.9250493097,-57,4,4,2,2,3,3,FALSE,0.5066982951,0.6452933196,1.1519916146,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","5584","right",1,1,"Auditory",22,"yes",1433,"wechseln","1",22,24,1,2,"BCAD",2,"female",30,"monolingual","English, French, Italian, Serbian",4,7,9,37,0,29,39,18,21,1,0,275.5,337.5,1,306.5,1,1,547,459,0.8391224863,-88,6,6,5,5,4,4,TRUE,0.9402369433,0.9411297984,1.8813667417,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","8927","right",1,1,"Auditory",27,"yes",1865,"wechseln","1",15,23,1,0,"CBDA",1,"male",59,"bilingual","English, French, Italian, Spanish, Portuguese",5,5,5,36,0,9,32,17,15,1,0,272.5,500,1,386.25,1,0.9285714286,421.5,462,1.0960854093,40.5,5,6,5,6,5,6,TRUE,0.7234676192,0.0536203618,0.777087981,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","3859","right",1,1,"Auditory",30,"yes",2098,"wechseln","1",24,29,1,0,"BDAC",4,"female",24,"monolingual","English, French, Italian, Spanish, Serbian",5,8,9,35,0,21,44,20,24,1,0,239.5,376,1,307.75,1,1,480,451.5,0.940625,-28.5,6,6,4,4,5,5,TRUE,1.3737755914,1.3848845167,2.7586601082,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","9275","right",1,2,"Auditory",23,"yes",2375,"wechseln","1",11,24,1,0,"DBCA",3,"male",72,"monolingual","English, French, Italian",3,5,7,35,0,9,15,8,7,1,0.05,423.5,772,0.9875,597.75,1,1,736,756.5,1.0278532609,20.5,6,6,2,2,1,1,TRUE,-1.2274562977,-1.1297255537,-2.3571818514,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","1897","right",1,2,"Auditory",47,"yes",1325,"wechseln","1",17,23,2,0,"ADBC",4,"male",33,"monolingual","English, French, Italian, Spanish, Thai, Tagalog, Serbian, Turkish",5,3,5,31,4,16,30,13,17,1,0.15,226,726,0.9625,476,1,0.9285714286,439,430,0.979498861,-9,5,5,1,1,4,4,TRUE,-0.1436096772,0.3494568407,0.2058471635,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","9913","right",1,2,"Auditory",13,"no",1442,"","0",16,11,0,0,"DACB",3,"female",40,"monolingual","English, French, Italian",3,5,8,29,2,17,17,8,9,1,0,583.5,1027,1,805.25,1,0.9285714286,600.5,535,0.8909242298,-65.5,6,6,3,3,1,1,FALSE,-1.2274562977,-0.8338890748,-2.0613453725,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","3566","right",1,2,"Auditory",15,"yes",1291,"wechseln","1",18,24,0,0,"CBDA",1,"female",29,"monolingual","English, French, Spanish",3,7,10,34,0,19,39,16,23,1,0,352,647,1,499.5,1,0.9285714286,359.5,416,1.157162726,56.5,6,6,2,1,4,4,FALSE,0.5066982951,1.2369662773,1.7436645724,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","2846","right",1,2,"Auditory",50,"yes",3270,"wechslen","1",6,3,0,0,"DACB",3,"female",11,"monolingual","English, French, Italian",3,4,6,4,0,15,6,6,0,1,0.1,571.5,792,0.975,681.75,0.8571428571,0.7857142857,451,415,0.9201773836,-36,3,1,1,1,2,3,FALSE,-1.6609949459,-2.1651532298,-3.8261481756,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","1570","right",1,2,"Auditory",21,"yes",1369,"wechseln","1",23,17,0,0,"BDAC",4,"male",29,"monolingual","English, French, Italian, Arabic",4,4,6,36,0,19,NA,NA,NA,1,0,253.5,515,1,384.25,1,0.9285714286,501,515,1.0279441118,14,6,6,4,4,4,4,FALSE,NA,NA,0.090944766,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","4650","right",1,1,"Auditory",37,"yes",2060,"wechseln","1",17,30,2,0,"ADBC",4,"female",48,"monolingual","English, French, Italian, Hungarian",4,5,8,41,1,21,41,18,23,1,0,176.5,240,1,208.25,1,0.9285714286,343,379,1.1049562682,36,6,6,4,4,6,6,TRUE,0.9402369433,1.2369662773,2.1772032206,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","5277","right",1,2,"Auditory",13,"yes",1692,"wechseln","1",16,15,0,0,"CADB",1,"male",27,"monolingual","English, French, Spanish",3,5,7,29,0,29,NA,NA,NA,1,0.05,174.5,175,0.9875,174.75,1,1,363.5,354,0.9738651994,-9.5,6,6,2,1,4,3,FALSE,NA,NA,-0.8673106478,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","2290","right",1,2,"Auditory",9,"no",4074,"","0",7,21,0,0,"CBDA",1,"male",58,"monolingual","English, French",2,4,5,36,1,0,33,13,20,0.95,0,216,782.5,0.9875,499.25,0.9285714286,0.8571428571,665,639.5,0.9616541353,-25.5,3,4,1,1,6,6,FALSE,-0.1436096772,0.793211559,0.6496018818,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","4420","right",1,2,"Auditory",38,"yes",2096,"wechseln","1",12,7,0,0,"ADBC",4,"female",47,"monolingual","English, French",2,4,5,29,1,7,28,14,14,1,0.05,174,577,0.9875,375.5,1,1,368,471,1.2798913043,103,6,6,3,2,2,2,FALSE,0.0731596469,-0.0942978776,-0.0211382308,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","3125","right",1,2,"Auditory",5,"no",2122,"","0",8,9,0,0,"ADBC",4,"male",12,"bilingual","French",1,3,4,20,9,15,14,9,5,1,0.1,510.5,714.5,0.975,612.5,0.9285714286,0.9285714286,488,547,1.1209016393,59,6,6,6,6,1,1,FALSE,-1.0106869736,-1.4255620326,-2.4362490062,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","3691","right",1,1,"Auditory",44,"yes",2083,"wechseln","1",21,22,0,0,"ADBC",4,"female",59,"monolingual","English, French, Italian",3,5,8,35,0,18,38,18,20,1,0,347,448,1,397.5,1,1,583,582.5,0.9991423671,-0.5,5,5,3,3,3,4,FALSE,0.9402369433,0.793211559,1.7334485022,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","4854","right",1,1,"Auditory",7,"yes",5873,"eklat","0",8,24,0,0,"ADBC",4,"male",86,"monolingual","English, French, Italian",3,5,7,34,3,8,9,7,2,0.95,0.25,872,1404,0.9175438596,1138,1,0.9285714286,544,679,1.2481617647,135,4,3,2,1,2,1,FALSE,-1.4442256218,-1.8693167509,-3.3135423727,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","7164","right",1,1,"Auditory",18,"no",1822,"","0",13,4,0,0,"CBDA",1,"male",10,"monolingual","English",1,2,2,4,27,19,5,4,1,0.95,0.2,549,743.5,0.9317434211,646.25,1,1,431,451.5,1.0475638051,20.5,3,3,0,0,1,1,FALSE,-2.094533594,-2.0172349903,-4.1117685844,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","5731","right",1,2,"Auditory",4,"yes",3219,"wechseln","1",21,24,0,0,"CBDA",1,"female",76,"bilingual","English, French, Italian",3,4,6,38,0,16,41,19,22,0.95,0,758,1045.5,0.9875,901.75,1,1,1023.5,785,0.7669760625,-238.5,4,5,3,3,4,4,FALSE,1.1570062673,1.0890480379,2.2460543052,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","8763","right",1,1,"Auditory",25,"yes",1779,"wechseln","1",15,5,0,0,"BDAC",4,"female",40,"monolingual","English, French",2,3,4,27,0,26,13,5,8,1,0,263.5,436,1,349.75,1,1,590,528.5,0.8957627119,-61.5,6,6,2,1,2,1,FALSE,-1.87776427,-0.9818073143,-2.8595715842,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","6516","right",1,2,"Auditory",31,"yes",3808,"wexeln","1",14,10,0,0,"DBCA",3,"male",10,"monolingual","English",1,3,3,7,3,6,13,11,2,1,0,681,725.5,1,703.25,1,0.8571428571,484.5,628,1.2961816305,143.5,3,6,0,0,2,3,FALSE,-0.5771483254,-1.8693167509,-2.4464650763,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","7330","right",1,1,"Auditory",6,"yes",3330,"wechseln","1",18,30,1,1,"BDAC",4,"female",68,"monolingual","English, French, Italian, Spanish",4,6,8,37,0,12,37,17,20,1,0.1,450,656,0.975,553,1,1,611,610.5,0.9991816694,-0.5,6,6,4,4,4,4,TRUE,0.7234676192,0.793211559,1.5166791781,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","9555","right",1,1,"Auditory",42,"no",1686,"","0",16,7,0,0,"DBCA",3,"male",51,"monolingual","English, French, Tagalog",3,4,6,34,0,14,36,15,21,1,0,302.5,331,1,316.75,1,0.9285714286,455,517,1.1362637363,62,6,6,1,1,2,3,FALSE,0.289928971,0.9411297984,1.2310587694,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","3914","right",1,1,"Auditory",42,"yes",1899,"wechseln","1",12,8,0,0,"ACBD",2,"female",11,"monolingual","English, French, Italian",3,4,6,12,7,11,3,0,3,1,0.05,513,662,0.9875,587.5,1,0.8571428571,454.5,522,1.1485148515,67.5,NA,NA,NA,NA,NA,NA,FALSE,-2.9616108904,-1.7213985115,-4.6830094019,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","2795","right",1,1,"Auditory",43,"no",1497,"","0",4,16,0,0,"BDAC",4,"female",70,"monolingual","English, French",2,5,7,37,5,7,7,7,0,0.95,0,307,888,0.9875,597.5,1,0.9285714286,405.5,523,1.2897657213,117.5,6,6,3,3,0,1,FALSE,-1.4442256218,-2.1651532298,-3.6093788516,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","4675","left",1,1,"Auditory",3,"no",8783,"","0",10,13,0,0,"DBCA",3,"male",71,"monolingual","English, French",2,5,6,33,0,3,17,11,6,1,0.1,356,795,0.975,575.5,0.9285714286,1,612,510,0.8333333333,-102,5,5,3,3,3,3,FALSE,-0.5771483254,-1.2776437932,-1.8547921185,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
"vaxla","8942","right",1,2,"Auditory",14,"yes",1586,"wechseln","1",21,33,0,0,"BDAC",4,"male",32,"monolingual","English, French, Hungarian",3,5,6,35,0,25,42,19,23,1,0,432,779.5,1,605.75,1,1,473.5,529.5,1.1182682154,56,6,6,4,4,5,5,FALSE,1.1570062673,1.2369662773,2.3939725447,39,"target",703,"vEksla","vEks@ln",NA,NA,"no","-E-a","-E-@-",NA,NA,"v-ksl-","v-ks-ln",NA,NA,0.2857142857,1,1,"vEks@ln",0.2857142857,0.2857142857,1,1,"v-ks-ln",0.2857142857,0.4,1,1,"-E-@-",0.4,25.87,0,0,25.87,NA,NA,"wechseln"
