"Stimulus","Subject","Hand","Session","Block","Mode","Trial","Response","RT","Translation","Correct","Spoken","Written","SpokenProfile","WrittenProfile","Sequence","PositionInSession","Sex","Age","L1","OtherLanguages","NrLang","DS.Span","DS.Total","WST.Right","WST.Wrong","Raven.Right","English.Total","English.MC","English.Cloze","LDT.Hits","LDT.FalseAlarms","LDT.WordRT","LDT.NonwordRT","LDT.APrime","LDT.AverageRT","Simon.CorrectCongruent","Simon.CorrectIncongruent","Simon.CongruentRT","Simon.IncongruentRT","Simon.RTRatio","Simon.RTDifference","HD_LV_Niveau","HD_HV_Niveau","FR_LV_Niveau","FR_HV_Niveau","EN_LV_Niveau","EN_HV_Niveau","ProfileRight","zEnglish.MC","zEnglish.Cloze","English.Overall","Nonresponses","Status","Duration","Swedish","German","English","French","EnglishCognate","SwedishVoc","GermanVoc","EnglishVoc","FrenchVoc","SwedishCons","GermanCons","EnglishCons","FrenchCons","LevGer","LevEng","LevFre","ClosestCognate","MinLev","LevGerCons","LevEngCons","LevFreCons","ClosestCognateCons","MinLevCons","LevGerVoc","LevEngVoc","LevFreVoc","ClosestCognateVoc","MinLevVoc","FreqGerman","FreqEnglish","FreqFrench","FreqTot","FrenchFreq","EnglishFreq","GermanFreq"
"alltid","1570","right",1,1,"Visual",35,"no",1387,"","0",23,17,0,0,"BDAC",4,"male",29,"monolingual","English, French, Italian, Arabic",4,4,6,36,0,19,NA,NA,NA,1,0,253.5,515,1,384.25,1,0.9285714286,501,515,1.0279441118,14,6,6,4,4,4,4,FALSE,NA,NA,0.090944766,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","9513","right",1,1,"Visual",16,"no",1498,"","0",7,5,0,0,"CADB",1,"male",10,"monolingual","English",1,4,5,14,28,5,10,8,2,0.9,0.1,332.5,363,0.9444444444,347.75,1,0.9285714286,550.5,445,0.80835604,-105.5,5,6,0,0,2,3,FALSE,-1.2274562977,-1.8693167509,-3.0967730486,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","5997","right",1,2,"Visual",34,"yes",3241,"immer","1",16,29,0,0,"DACB",3,"female",33,"monolingual","English, French, Italian, Portuguese",4,5,8,37,0,23,41,19,22,1,0,238.5,404.5,1,321.5,0.9285714286,1,569,535.5,0.9411247803,-33.5,6,6,5,4,5,4,FALSE,1.1570062673,1.0890480379,2.2460543052,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","5584","right",1,2,"Visual",9,"yes",2933,"Alltag","0",22,24,1,2,"BCAD",2,"female",30,"monolingual","English, French, Italian, Serbian",4,7,9,37,0,29,39,18,21,1,0,275.5,337.5,1,306.5,1,1,547,459,0.8391224863,-88,6,6,5,5,4,4,TRUE,0.9402369433,0.9411297984,1.8813667417,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","1404","right",1,1,"Visual",4,"yes",2119,"Alltag","0",20,19,0,0,"ACBD",2,"female",23,"monolingual","English, French, Italian",3,4,6,29,1,27,29,14,15,1,0,309.5,494.5,1,402,1,0.8571428571,336.5,352,1.0460624071,15.5,6,6,5,5,3,3,FALSE,0.0731596469,0.0536203618,0.1267800087,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","6448","right",1,1,"Visual",9,"no",1115,"","0",5,4,0,0,"ACBD",2,"female",11,"monolingual","English, French",2,4,6,7,0,22,8,3,5,0.9,0.05,621,663,0.9597953216,642,1,1,675,639,0.9466666667,-36,6,6,1,1,2,1,FALSE,-2.3113029181,-1.4255620326,-3.7368649507,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","8763","right",1,2,"Visual",48,"no",3346,"","0",15,5,0,0,"BDAC",4,"female",40,"monolingual","English, French",2,3,4,27,0,26,13,5,8,1,0,263.5,436,1,349.75,1,1,590,528.5,0.8957627119,-61.5,6,6,2,1,2,1,FALSE,-1.87776427,-0.9818073143,-2.8595715842,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","4932","right",1,2,"Visual",24,"no",4747,"","0",19,21,0,0,"CBDA",1,"female",16,"monolingual","English, French",2,5,8,32,2,19,29,14,15,1,0.1,249,348,0.975,298.5,0.8571428571,1,417,345,0.8273381295,-72,6,6,3,2,3,3,FALSE,0.0731596469,0.0536203618,0.1267800087,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","9913","right",1,1,"Visual",27,"no",1706,"","0",16,11,0,0,"DACB",3,"female",40,"monolingual","English, French, Italian",3,5,8,29,2,17,17,8,9,1,0,583.5,1027,1,805.25,1,0.9285714286,600.5,535,0.8909242298,-65.5,6,6,3,3,1,1,FALSE,-1.2274562977,-0.8338890748,-2.0613453725,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","3270","right",1,2,"Visual",20,"no",1830,"","0",15,17,0,0,"BCAD",2,"female",36,"monolingual","English, French, Italian, Cebuano, Tagalog",5,6,9,36,1,17,42,19,23,1,0,528,1048.5,1,788.25,1,1,509,539,1.0589390963,30,6,6,3,2,5,5,FALSE,1.1570062673,1.2369662773,2.3939725447,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","4369","right",1,2,"Visual",49,"yes",4345,"Höhe","0",22,28,0,0,"ADBC",4,"female",41,"monolingual","English, French, Italian, Spanish",4,6,10,34,0,29,33,15,18,1,0.15,232.5,402,0.9625,317.25,1,1,349.5,404,1.1559370529,54.5,5,6,3,5,3,3,FALSE,0.289928971,0.4973750801,0.7873040511,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","2290","right",1,1,"Visual",19,"yes",6102,"alltag","0",7,21,0,0,"CBDA",1,"male",58,"monolingual","English, French",2,4,5,36,1,0,33,13,20,0.95,0,216,782.5,0.9875,499.25,0.9285714286,0.8571428571,665,639.5,0.9616541353,-25.5,3,4,1,1,6,6,FALSE,-0.1436096772,0.793211559,0.6496018818,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","8094","right",1,2,"Visual",32,"no",2755,"","0",21,22,0,0,"CADB",1,"male",56,"monolingual","English, French, Spanish",3,5,7,37,1,19,33,16,17,1,0.1,259,240,0.975,249.5,0.9285714286,1,373,408,1.0938337802,35,6,6,3,4,3,3,FALSE,0.5066982951,0.3494568407,0.8561551357,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","6510","right",1,2,"Visual",12,"no",4707,"","0",19,20,0,0,"BCAD",2,"female",41,"monolingual","English, French",2,5,8,34,0,30,40,18,22,1,0,298,567.5,1,432.75,1,1,464,462.5,0.9967672414,-1.5,6,6,5,5,4,4,FALSE,0.9402369433,1.0890480379,2.0292849811,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","9912","right",1,1,"Visual",38,"no",1951,"","0",13,8,0,0,"DBCA",3,"male",10,"monolingual","English, Tagalog",2,4,4,9,3,14,9,6,3,0.95,0.05,486,858,0.9736842105,672,1,1,423.5,455,1.0743801653,31.5,5,5,0,0,2,2,FALSE,-1.6609949459,-1.7213985115,-3.3823934573,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","3859","right",1,2,"Visual",47,"no",5825,"","0",24,29,1,0,"BDAC",4,"female",24,"monolingual","English, French, Italian, Spanish, Serbian",5,8,9,35,0,21,44,20,24,1,0,239.5,376,1,307.75,1,1,480,451.5,0.940625,-28.5,6,6,4,4,5,5,TRUE,1.3737755914,1.3848845167,2.7586601082,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","4420","right",1,1,"Visual",37,"no",742,"","0",12,7,0,0,"ADBC",4,"female",47,"monolingual","English, French",2,4,5,29,1,7,28,14,14,1,0.05,174,577,0.9875,375.5,1,1,368,471,1.2798913043,103,6,6,3,2,2,2,FALSE,0.0731596469,-0.0942978776,-0.0211382308,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","1644","right",1,2,"Visual",46,"yes",5673,"allzeit","1",21,24,0,0,"BDAC",4,"female",45,"monolingual","English, French, Italian",3,4,6,34,0,19,32,15,17,1,0.05,300,1020,0.9875,660,1,1,423.5,461,1.0885478158,37.5,6,6,4,4,3,3,FALSE,0.289928971,0.3494568407,0.6393858116,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","5731","right",1,1,"Visual",28,"yes",4026,"alltag","0",21,24,0,0,"CBDA",1,"female",76,"bilingual","English, French, Italian",3,4,6,38,0,16,41,19,22,0.95,0,758,1045.5,0.9875,901.75,1,1,1023.5,785,0.7669760625,-238.5,4,5,3,3,4,4,FALSE,1.1570062673,1.0890480379,2.2460543052,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","9781","right",1,1,"Visual",16,"yes",5067,"immer","1",22,33,1,0,"BDAC",4,"male",43,"monolingual","English, French, Italian, Dutch",4,8,12,34,0,35,37,16,21,1,0.05,225.5,445,0.9875,335.25,0.9285714286,0.9285714286,351,387,1.1025641026,36,6,6,3,3,4,4,TRUE,0.5066982951,0.9411297984,1.4478280935,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","2654","right",1,2,"Visual",26,"no",995,"","0",18,10,0,0,"ACBD",2,"female",41,"monolingual","English, French",2,5,6,33,1,15,24,11,13,1,0,196,291.5,1,243.75,0.9285714286,1,502,469.5,0.9352589641,-32.5,6,6,3,3,3,3,FALSE,-0.5771483254,-0.2422161171,-0.8193644425,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","6039","right",1,1,"Visual",48,"yes",4199,"alltag","0",18,18,0,0,"CBDA",1,"female",59,"monolingual","English, French, Italian",3,5,8,31,2,3,21,12,9,0.95,0.05,230,493,0.9736842105,361.5,1,1,519.5,480.5,0.9249278152,-39,6,6,2,3,1,2,FALSE,-0.3603790013,-0.8338890748,-1.1942680761,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","5621","left",1,2,"Visual",19,"no",1367,"","0",19,26,0,0,"BDAC",4,"female",30,"bilingual","English, French, Italian, Spanish, Cebuano",5,5,7,33,0,26,41,19,22,1,0,333.5,637.5,1,485.5,1,0.9285714286,326.5,403,1.2343032159,76.5,6,6,3,3,4,4,FALSE,1.1570062673,1.0890480379,2.2460543052,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","3121","right",1,2,"Visual",27,"yes",3299,"altag","0",11,11,0,0,"CADB",1,"female",15,"bilingual","English, French",2,4,5,20,9,22,34,15,19,0.95,0,362,514.5,0.9875,438.25,0.8571428571,0.9285714286,491.5,444,0.9033570702,-47.5,6,6,6,6,3,3,FALSE,0.289928971,0.6452933196,0.9352222905,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","3691","right",1,2,"Visual",39,"no",1737,"","0",21,22,0,0,"ADBC",4,"female",59,"monolingual","English, French, Italian",3,5,8,35,0,18,38,18,20,1,0,347,448,1,397.5,1,1,583,582.5,0.9991423671,-0.5,5,5,3,3,3,4,FALSE,0.9402369433,0.793211559,1.7334485022,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","7921","right",3,1,"Visual",44,"yes",7928,"Alter","0",22,21,0,0,"ACBD",2,"female",15,"bilingual","English, French, Spanish, Portuguese",4,4,6,27,13,26,31,14,17,1,0,385.5,1013,1,699.25,1,1,392,377,0.9617346939,-15,5,6,3,3,4,4,FALSE,0.0731596469,0.3494568407,0.4226164876,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","6532","right",1,2,"Visual",9,"yes",3899,"allzeit","1",9,26,1,0,"ACBD",2,"male",81,"bilingual","English, French, Italian, Spanish, Rumantsch, Swahili",5,3,3,37,0,10,31,18,13,1,0.1,658.5,1065,0.975,861.75,1,1,713.5,711,0.9964961458,-2.5,6,5,5,3,6,3,TRUE,0.9402369433,-0.2422161171,0.6980208262,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","3914","right",1,2,"Visual",12,"no",1453,"","0",12,8,0,0,"ACBD",2,"female",11,"monolingual","English, French, Italian",3,4,6,12,7,11,3,0,3,1,0.05,513,662,0.9875,587.5,1,0.8571428571,454.5,522,1.1485148515,67.5,NA,NA,NA,NA,NA,NA,FALSE,-2.9616108904,-1.7213985115,-4.6830094019,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","3357","left",1,1,"Visual",5,"no",828,"","0",13,6,0,0,"DBCA",3,"female",44,"monolingual","English, French, Italian",3,4,5,34,1,18,31,16,15,1,0.05,336.5,501,0.9875,418.75,1,0.9285714286,428,541,1.2640186916,113,6,6,4,5,4,4,FALSE,0.5066982951,0.0536203618,0.5603186569,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","2846","right",1,1,"Visual",17,"no",1102,"","0",6,3,0,0,"DACB",3,"female",11,"monolingual","English, French, Italian",3,4,6,4,0,15,6,6,0,1,0.1,571.5,792,0.975,681.75,0.8571428571,0.7857142857,451,415,0.9201773836,-36,3,1,1,1,2,3,FALSE,-1.6609949459,-2.1651532298,-3.8261481756,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","527","right",1,2,"Visual",25,"yes",5091,"höhe","0",9,15,0,0,"ACBD",2,"male",71,"monolingual","English, French",2,5,8,34,0,15,35,16,19,0.95,0.1,672,1578.5,0.9597953216,1125.25,1,1,760.5,703.5,0.9250493097,-57,4,4,2,2,3,3,FALSE,0.5066982951,0.6452933196,1.1519916146,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","9555","right",1,2,"Visual",40,"no",1625,"","0",16,7,0,0,"DBCA",3,"male",51,"monolingual","English, French, Tagalog",3,4,6,34,0,14,36,15,21,1,0,302.5,331,1,316.75,1,0.9285714286,455,517,1.1362637363,62,6,6,1,1,2,3,FALSE,0.289928971,0.9411297984,1.2310587694,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","4650","right",1,2,"Visual",22,"yes",1889,"immer","1",17,30,2,0,"ADBC",4,"female",48,"monolingual","English, French, Italian, Hungarian",4,5,8,41,1,21,41,18,23,1,0,176.5,240,1,208.25,1,0.9285714286,343,379,1.1049562682,36,6,6,4,4,6,6,TRUE,0.9402369433,1.2369662773,2.1772032206,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","4137","right",1,2,"Visual",44,"yes",4233,"allzeit","1",19,27,0,0,"BCAD",2,"female",60,"bilingual","English, French, Italian, Spanish",4,4,5,34,0,7,33,15,18,1,0.15,558.5,1045,0.9625,801.75,1,1,877.5,797,0.9082621083,-80.5,6,6,5,5,5,5,FALSE,0.289928971,0.4973750801,0.7873040511,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","1967","right",1,1,"Visual",41,"yes",9584,"alltag","0",15,14,0,0,"BDAC",4,"male",72,"monolingual","English",1,4,5,31.2916936068,NA,3,10,9,1,0.95,0,370,631.5,0.9875,500.75,1,1,610.5,661.5,1.0835380835,51,5,5,0,0,2,2,FALSE,-1.0106869736,-2.0172349903,-3.0279219639,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","2795","right",1,2,"Visual",29,"no",1440,"","0",4,16,0,0,"BDAC",4,"female",70,"monolingual","English, French",2,5,7,37,5,7,7,7,0,0.95,0,307,888,0.9875,597.5,1,0.9285714286,405.5,523,1.2897657213,117.5,6,6,3,3,0,1,FALSE,-1.4442256218,-2.1651532298,-3.6093788516,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","1312","right",1,2,"Visual",31,"no",4127,"","0",2,16,0,0,"CADB",1,"male",77,"monolingual","English, Italian",2,4,6,32,3,2,9,7,2,1,0.45,293.5,1582,0.8875,937.75,1,0.9285714286,403.5,441,1.092936803,37.5,6,6,1,1,2,1,FALSE,-1.4442256218,-1.8693167509,-3.3135423727,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","4854","right",1,2,"Visual",29,"no",7016,"","0",8,24,0,0,"ADBC",4,"male",86,"monolingual","English, French, Italian",3,5,7,34,3,8,9,7,2,0.95,0.25,872,1404,0.9175438596,1138,1,0.9285714286,544,679,1.2481617647,135,4,3,2,1,2,1,FALSE,-1.4442256218,-1.8693167509,-3.3135423727,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","8373","right",1,1,"Visual",34,"yes",1714,"immer","1",27,31,1,0,"CADB",1,"female",30,"monolingual","English, French, Italian, Spanish, Czech, Hungarian",5,6,8,36,0,19,42,19,23,1,0,508,870.5,1,689.25,1,1,410,419.5,1.0231707317,9.5,6,6,6,6,6,6,TRUE,1.1570062673,1.2369662773,2.3939725447,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","6516","right",1,1,"Visual",39,"no",1756,"","0",14,10,0,0,"DBCA",3,"male",10,"monolingual","English",1,3,3,7,3,6,13,11,2,1,0,681,725.5,1,703.25,1,0.8571428571,484.5,628,1.2961816305,143.5,3,6,0,0,2,3,FALSE,-0.5771483254,-1.8693167509,-2.4464650763,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
"alltid","3125","right",1,1,"Visual",3,"no",2032,"","0",8,9,0,0,"ADBC",4,"male",12,"bilingual","French",1,3,4,20,9,15,14,9,5,1,0.1,510.5,714.5,0.975,612.5,0.9285714286,0.9285714286,488,547,1.1209016393,59,6,6,6,6,1,1,FALSE,-1.0106869736,-1.4255620326,-2.4362490062,101,"target",NA,"alltid","allzeit",NA,NA,"no","a-i-","a-ei-",NA,NA,"-llt-d","-llz-t",NA,NA,0.4285714286,1,1,"allzeit",0.4285714286,0.3333333333,1,1,"-llz-t",0.3333333333,0.2,1,1,"a-ei-",0.2,1.61,0,0,1.61,NA,NA,"allzeit"
