Participant,Construction,Accent,Speaker,Item,Correct
S275,DO,None,Nezar,19,FALSE
S275,DO,None,Nezar,20,FALSE
S275,PO,None,Nezar,10,TRUE
S275,DO,None,Nezar,6,FALSE
S275,DO,None,Nezar,15,FALSE
S275,PO,None,Nezar,2,TRUE
S275,PO,None,Nezar,18,TRUE
S275,PO,None,Nezar,5,FALSE
S275,DO,None,Nezar,13,FALSE
S275,PO,None,Nezar,16,FALSE
S275,PO,None,Nezar,3,TRUE
S275,PO,None,Nezar,7,TRUE
S278,PO,Accent,Nezar,11,FALSE
S278,PO,Accent,Nezar,6,FALSE
S278,DO,Accent,Nezar,16,FALSE
S278,PO,Accent,Nezar,19,TRUE
S278,DO,Accent,Nezar,5,FALSE
S278,PO,Accent,Nezar,17,TRUE
S278,PO,Accent,Nezar,8,TRUE
S278,DO,Accent,Nezar,3,FALSE
S278,DO,Accent,Nezar,12,TRUE
S278,PO,Accent,Nezar,13,TRUE
S278,PO,Accent,Nezar,20,TRUE
S278,PO,Accent,Nezar,1,TRUE
S278,DO,Accent,Nezar,14,TRUE
S278,PO,Accent,Nezar,15,TRUE
S278,DO,Accent,Nezar,9,FALSE
S278,DO,Accent,Nezar,2,FALSE
S278,DO,Accent,Nezar,18,FALSE
S278,PO,Accent,Nezar,4,TRUE
S278,DO,Accent,Nezar,7,FALSE
S278,DO,Accent,Nezar,10,FALSE
S286,DO,None,Nezar,4,TRUE
S286,PO,None,Nezar,3,TRUE
S286,PO,None,Nezar,5,TRUE
S286,DO,None,Nezar,8,TRUE
S286,PO,None,Nezar,10,TRUE
S286,DO,None,Nezar,6,TRUE
S286,PO,None,Nezar,2,TRUE
S286,DO,None,Nezar,17,TRUE
S286,DO,None,Nezar,15,TRUE
S286,PO,None,Nezar,9,TRUE
S286,PO,None,Nezar,7,TRUE
S286,DO,None,Nezar,11,FALSE
S286,PO,None,Nezar,18,TRUE
S286,PO,None,Nezar,16,TRUE
S286,DO,None,Nezar,1,TRUE
S286,DO,None,Nezar,20,TRUE
S286,PO,None,Nezar,12,TRUE
S286,DO,None,Nezar,19,TRUE
S286,DO,None,Nezar,13,TRUE
S287,PO,None,Nezar,20,TRUE
S287,PO,None,Nezar,15,TRUE
S287,PO,None,Nezar,13,TRUE
S287,DO,None,Nezar,5,TRUE
S287,DO,None,Nezar,14,TRUE
S287,PO,None,Nezar,19,TRUE
S287,DO,None,Nezar,9,FALSE
S287,DO,None,Nezar,18,TRUE
S287,DO,None,Nezar,12,TRUE
S287,DO,None,Nezar,10,TRUE
S287,PO,None,Nezar,17,TRUE
S287,PO,None,Nezar,1,TRUE
S287,PO,None,Nezar,4,TRUE
S287,PO,None,Nezar,11,TRUE
S287,DO,None,Nezar,7,TRUE
S287,DO,None,Nezar,3,FALSE
S287,PO,None,Nezar,6,TRUE
S287,DO,None,Nezar,16,TRUE
S287,PO,None,Nezar,8,TRUE
S287,DO,None,Nezar,2,FALSE
S288,PO,Accent,Nezar,9,FALSE
S288,PO,Accent,Nezar,7,TRUE
S288,PO,Accent,Nezar,3,TRUE
S288,PO,Accent,Nezar,12,TRUE
S288,DO,Accent,Nezar,17,FALSE
S288,PO,Accent,Nezar,5,TRUE
S288,DO,Accent,Nezar,1,TRUE
S288,DO,Accent,Nezar,19,TRUE
S288,DO,Accent,Nezar,20,TRUE
S288,PO,Accent,Nezar,2,TRUE
S288,DO,Accent,Nezar,13,FALSE
S288,DO,Accent,Nezar,6,TRUE
S288,DO,Accent,Nezar,15,FALSE
S288,PO,Accent,Nezar,18,TRUE
S288,DO,Accent,Nezar,11,TRUE
S288,PO,Accent,Nezar,10,TRUE
S288,PO,Accent,Nezar,14,TRUE
S288,DO,Accent,Nezar,4,TRUE
S291,PO,None,Nezar,6,TRUE
S291,PO,None,Nezar,17,TRUE
S291,PO,None,Nezar,15,TRUE
S291,PO,None,Nezar,11,TRUE
S291,DO,None,Nezar,12,TRUE
S291,PO,None,Nezar,8,TRUE
S291,PO,None,Nezar,4,TRUE
S291,DO,None,Nezar,16,TRUE
S291,DO,None,Nezar,14,FALSE
S291,PO,None,Nezar,1,TRUE
S291,DO,None,Nezar,9,FALSE
S291,DO,None,Nezar,2,FALSE
S291,DO,None,Nezar,7,FALSE
S291,DO,None,Nezar,18,TRUE
S291,DO,None,Nezar,10,FALSE
S291,PO,None,Nezar,13,TRUE
S291,PO,None,Nezar,19,TRUE
S291,PO,None,Nezar,20,TRUE
S291,DO,None,Nezar,5,FALSE
S291,DO,None,Nezar,3,FALSE
S296,DO,Accent,Nezar,1,TRUE
S296,PO,Accent,Nezar,3,FALSE
S296,DO,Accent,Nezar,20,FALSE
S296,DO,Accent,Nezar,11,FALSE
S296,DO,Accent,Nezar,15,TRUE
S296,PO,Accent,Nezar,9,TRUE
S296,PO,Accent,Nezar,18,FALSE
S296,PO,Accent,Nezar,5,FALSE
S296,DO,Accent,Nezar,17,FALSE
S296,PO,Accent,Nezar,10,TRUE
S296,DO,Accent,Nezar,13,TRUE
S296,DO,Accent,Nezar,6,TRUE
S296,DO,Accent,Nezar,19,FALSE
S296,DO,Accent,Nezar,4,FALSE
S296,PO,Accent,Nezar,2,TRUE
S296,PO,Accent,Nezar,14,TRUE
S296,PO,Accent,Nezar,7,TRUE
S296,PO,Accent,Nezar,12,TRUE
S300,DO,None,Idan,2,TRUE
S300,DO,None,Idan,18,TRUE
S300,PO,None,Idan,15,TRUE
S300,DO,None,Idan,16,TRUE
S300,DO,None,Idan,3,TRUE
S300,DO,None,Idan,12,TRUE
S300,PO,None,Idan,19,TRUE
S300,DO,None,Idan,10,TRUE
S300,PO,None,Idan,8,TRUE
S300,PO,None,Idan,4,TRUE
S300,DO,None,Idan,9,TRUE
S300,PO,None,Idan,20,TRUE
S300,PO,None,Idan,11,TRUE
S300,DO,None,Idan,14,TRUE
S300,DO,None,Idan,7,TRUE
S300,PO,None,Idan,17,TRUE
S300,PO,None,Idan,13,TRUE
S307,PO,None,Idan,18,FALSE
S307,DO,None,Idan,15,FALSE
S307,DO,None,Idan,17,FALSE
S307,PO,None,Idan,3,TRUE
S307,DO,None,Idan,6,FALSE
S307,PO,None,Idan,16,TRUE
S307,DO,None,Idan,11,FALSE
S307,DO,None,Idan,4,TRUE
S307,PO,None,Idan,2,TRUE
S307,PO,None,Idan,12,FALSE
S307,PO,None,Idan,10,FALSE
S307,DO,None,Idan,1,TRUE
S307,DO,None,Idan,19,FALSE
S307,PO,None,Idan,7,FALSE
S307,DO,None,Idan,13,FALSE
S307,PO,None,Idan,14,FALSE
S307,PO,None,Idan,5,TRUE
S307,PO,None,Idan,9,FALSE
S307,DO,None,Idan,20,TRUE
S309,PO,Accent,Nezar,1,TRUE
S309,DO,Accent,Nezar,7,FALSE
S309,DO,Accent,Nezar,2,TRUE
S309,DO,Accent,Nezar,12,TRUE
S309,PO,Accent,Nezar,13,TRUE
S309,DO,Accent,Nezar,5,TRUE
S309,PO,Accent,Nezar,15,TRUE
S309,DO,Accent,Nezar,10,FALSE
S309,PO,Accent,Nezar,4,TRUE
S309,PO,Accent,Nezar,8,TRUE
S309,PO,Accent,Nezar,17,TRUE
S309,DO,Accent,Nezar,3,TRUE
S309,DO,Accent,Nezar,9,TRUE
S309,PO,Accent,Nezar,20,TRUE
S309,PO,Accent,Nezar,19,TRUE
S309,PO,Accent,Nezar,6,TRUE
S309,PO,Accent,Nezar,11,FALSE
S309,DO,Accent,Nezar,16,TRUE
S309,DO,Accent,Nezar,18,TRUE
S309,DO,Accent,Nezar,14,FALSE
S310,PO,None,Nezar,20,TRUE
S310,DO,None,Nezar,18,TRUE
S310,PO,None,Nezar,17,TRUE
S310,DO,None,Nezar,16,TRUE
S310,PO,None,Nezar,1,TRUE
S310,PO,None,Nezar,11,TRUE
S310,DO,None,Nezar,5,TRUE
S310,PO,None,Nezar,8,TRUE
S310,DO,None,Nezar,2,TRUE
S310,DO,None,Nezar,9,TRUE
S310,DO,None,Nezar,12,TRUE
S310,PO,None,Nezar,15,TRUE
S310,PO,None,Nezar,4,TRUE
S310,PO,None,Nezar,19,TRUE
S310,DO,None,Nezar,3,TRUE
S310,DO,None,Nezar,14,TRUE
S310,DO,None,Nezar,7,TRUE
S310,DO,None,Nezar,10,TRUE
S310,PO,None,Nezar,6,TRUE
S310,PO,None,Nezar,13,TRUE
S314,PO,Accent,Idan,16,FALSE
S314,DO,Accent,Idan,15,FALSE
S314,DO,Accent,Idan,17,FALSE
S314,DO,Accent,Idan,6,FALSE
S314,PO,Accent,Idan,14,FALSE
S314,PO,Accent,Idan,9,TRUE
S314,DO,Accent,Idan,13,FALSE
S314,DO,Accent,Idan,4,FALSE
S314,PO,Accent,Idan,3,TRUE
S314,PO,Accent,Idan,12,FALSE
S314,PO,Accent,Idan,18,FALSE
S314,PO,Accent,Idan,5,TRUE
S314,DO,Accent,Idan,1,FALSE
S314,PO,Accent,Idan,7,TRUE
S314,PO,Accent,Idan,2,FALSE
S314,DO,Accent,Idan,19,FALSE
S314,DO,Accent,Idan,11,FALSE
S321,DO,Accent,Nezar,19,FALSE
S321,PO,Accent,Nezar,5,FALSE
S321,PO,Accent,Nezar,9,TRUE
S321,DO,Accent,Nezar,13,FALSE
S321,PO,Accent,Nezar,18,TRUE
S321,DO,Accent,Nezar,17,FALSE
S321,DO,Accent,Nezar,4,FALSE
S321,DO,Accent,Nezar,15,FALSE
S321,PO,Accent,Nezar,10,FALSE
S321,DO,Accent,Nezar,11,FALSE
S321,DO,Accent,Nezar,20,FALSE
S321,PO,Accent,Nezar,14,FALSE
S321,PO,Accent,Nezar,7,TRUE
S321,PO,Accent,Nezar,2,TRUE
S321,DO,Accent,Nezar,6,FALSE
S321,PO,Accent,Nezar,12,TRUE
S321,PO,Accent,Nezar,3,TRUE
S321,DO,Accent,Nezar,1,FALSE
S333,PO,None,Nezar,13,TRUE
S333,PO,None,Nezar,19,TRUE
S333,DO,None,Nezar,18,TRUE
S333,DO,None,Nezar,9,TRUE
S333,PO,None,Nezar,1,TRUE
S333,PO,None,Nezar,8,TRUE
S333,DO,None,Nezar,12,TRUE
S333,DO,None,Nezar,16,TRUE
S333,DO,None,Nezar,3,TRUE
S333,DO,None,Nezar,7,TRUE
S333,PO,None,Nezar,11,TRUE
S333,PO,None,Nezar,17,TRUE
S333,DO,None,Nezar,10,TRUE
S333,DO,None,Nezar,14,FALSE
S333,PO,None,Nezar,4,TRUE
S333,DO,None,Nezar,2,TRUE
S333,DO,None,Nezar,5,TRUE
S333,PO,None,Nezar,20,TRUE
S333,PO,None,Nezar,15,TRUE
S333,PO,None,Nezar,6,TRUE
S337,PO,None,Idan,3,TRUE
S337,PO,None,Idan,7,TRUE
S337,PO,None,Idan,12,TRUE
S337,DO,None,Idan,13,TRUE
S337,PO,None,Idan,14,TRUE
S337,DO,None,Idan,4,TRUE
S337,DO,None,Idan,15,TRUE
S337,PO,None,Idan,9,TRUE
S337,DO,None,Idan,1,TRUE
S337,DO,None,Idan,11,FALSE
S337,PO,None,Idan,16,TRUE
S337,DO,None,Idan,6,TRUE
S337,PO,None,Idan,5,TRUE
S337,DO,None,Idan,20,TRUE
S337,PO,None,Idan,2,TRUE
S337,DO,None,Idan,17,TRUE
S337,PO,None,Idan,10,TRUE
S337,PO,None,Idan,18,TRUE
S337,DO,None,Idan,19,TRUE
S338,PO,Accent,Idan,5,FALSE
S338,DO,Accent,Idan,17,FALSE
S338,DO,Accent,Idan,19,TRUE
S338,PO,Accent,Idan,12,TRUE
S338,DO,Accent,Idan,11,FALSE
S338,PO,Accent,Idan,9,FALSE
S338,PO,Accent,Idan,16,FALSE
S338,PO,Accent,Idan,3,FALSE
S338,PO,Accent,Idan,7,TRUE
S338,DO,Accent,Idan,6,FALSE
S338,PO,Accent,Idan,2,FALSE
S338,DO,Accent,Idan,13,FALSE
S338,DO,Accent,Idan,15,FALSE
S338,PO,Accent,Idan,14,FALSE
S338,DO,Accent,Idan,1,TRUE
S338,PO,Accent,Idan,18,FALSE
S338,DO,Accent,Idan,4,TRUE
S339,PO,None,Idan,9,TRUE
S339,DO,None,Idan,19,FALSE
S339,DO,None,Idan,17,FALSE
S339,DO,None,Idan,4,FALSE
S339,PO,None,Idan,5,TRUE
S339,DO,None,Idan,11,FALSE
S339,DO,None,Idan,15,FALSE
S339,DO,None,Idan,13,FALSE
S339,PO,None,Idan,10,TRUE
S339,PO,None,Idan,18,TRUE
S339,PO,None,Idan,16,TRUE
S339,PO,None,Idan,7,TRUE
S339,DO,None,Idan,6,TRUE
S339,PO,None,Idan,12,TRUE
S339,DO,None,Idan,1,FALSE
S339,DO,None,Idan,20,FALSE
S339,PO,None,Idan,3,TRUE
S339,PO,None,Idan,14,TRUE
S339,PO,None,Idan,2,TRUE
S340,DO,None,Idan,9,TRUE
S340,DO,None,Idan,3,TRUE
S340,PO,None,Idan,11,TRUE
S340,PO,None,Idan,13,TRUE
S340,DO,None,Idan,12,TRUE
S340,DO,None,Idan,16,TRUE
S340,PO,None,Idan,15,TRUE
S340,PO,None,Idan,19,TRUE
S340,PO,None,Idan,8,TRUE
S340,DO,None,Idan,2,TRUE
S340,PO,None,Idan,20,TRUE
S340,PO,None,Idan,17,TRUE
S340,DO,None,Idan,10,TRUE
S340,DO,None,Idan,7,TRUE
S340,DO,None,Idan,18,TRUE
S340,PO,None,Idan,4,TRUE
S340,DO,None,Idan,14,TRUE
S341,DO,Accent,Idan,13,TRUE
S341,DO,Accent,Idan,6,TRUE
S341,PO,Accent,Idan,16,TRUE
S341,DO,Accent,Idan,15,FALSE
S341,DO,Accent,Idan,19,FALSE
S341,PO,Accent,Idan,12,FALSE
S341,PO,Accent,Idan,18,TRUE
S341,PO,Accent,Idan,5,TRUE
S341,PO,Accent,Idan,9,TRUE
S341,PO,Accent,Idan,2,TRUE
S341,PO,Accent,Idan,7,TRUE
S341,DO,Accent,Idan,4,FALSE
S341,DO,Accent,Idan,1,TRUE
S341,DO,Accent,Idan,17,FALSE
S341,DO,Accent,Idan,11,FALSE
S341,PO,Accent,Idan,14,TRUE
S341,PO,Accent,Idan,3,TRUE
S346,DO,Accent,Idan,7,FALSE
S346,PO,Accent,Idan,15,FALSE
S346,DO,Accent,Idan,3,FALSE
S346,PO,Accent,Idan,1,FALSE
S346,PO,Accent,Idan,4,FALSE
S346,PO,Accent,Idan,13,FALSE
S346,PO,Accent,Idan,19,FALSE
S346,DO,Accent,Idan,12,FALSE
S346,DO,Accent,Idan,18,FALSE
S346,PO,Accent,Idan,8,FALSE
S346,DO,Accent,Idan,2,FALSE
S346,PO,Accent,Idan,17,FALSE
S346,PO,Accent,Idan,6,FALSE
S346,DO,Accent,Idan,9,FALSE
S346,DO,Accent,Idan,16,FALSE
S346,DO,Accent,Idan,14,FALSE
S346,DO,Accent,Idan,5,FALSE
S346,PO,Accent,Idan,11,FALSE
S35,PO,Accent,Nezar,1,TRUE
S35,PO,Accent,Nezar,20,TRUE
S35,DO,Accent,Nezar,3,TRUE
S35,DO,Accent,Nezar,16,TRUE
S35,DO,Accent,Nezar,7,TRUE
S35,PO,Accent,Nezar,17,TRUE
S35,PO,Accent,Nezar,8,TRUE
S35,PO,Accent,Nezar,19,TRUE
S35,DO,Accent,Nezar,5,TRUE
S35,PO,Accent,Nezar,11,TRUE
S35,DO,Accent,Nezar,9,TRUE
S35,DO,Accent,Nezar,12,TRUE
S35,PO,Accent,Nezar,4,TRUE
S35,DO,Accent,Nezar,18,TRUE
S35,PO,Accent,Nezar,6,FALSE
S35,PO,Accent,Nezar,13,FALSE
S35,PO,Accent,Nezar,15,FALSE
S35,DO,Accent,Nezar,2,TRUE
S35,DO,Accent,Nezar,14,TRUE
S35,DO,Accent,Nezar,10,FALSE
S356,PO,None,Idan,11,FALSE
S356,DO,None,Idan,12,TRUE
S356,PO,None,Idan,17,TRUE
S356,DO,None,Idan,9,FALSE
S356,PO,None,Idan,19,TRUE
S356,DO,None,Idan,10,FALSE
S356,DO,None,Idan,2,TRUE
S356,DO,None,Idan,14,TRUE
S356,DO,None,Idan,16,FALSE
S356,PO,None,Idan,8,TRUE
S356,PO,None,Idan,15,TRUE
S356,DO,None,Idan,18,FALSE
S356,DO,None,Idan,7,FALSE
S356,PO,None,Idan,20,TRUE
S356,PO,None,Idan,4,TRUE
S356,DO,None,Idan,3,FALSE
S356,PO,None,Idan,13,TRUE
S357,DO,Accent,Nezar,6,TRUE
S357,PO,Accent,Nezar,3,FALSE
S357,PO,Accent,Nezar,9,TRUE
S357,PO,Accent,Nezar,5,FALSE
S357,DO,Accent,Nezar,13,TRUE
S357,DO,Accent,Nezar,15,TRUE
S357,PO,Accent,Nezar,2,FALSE
S357,DO,Accent,Nezar,11,TRUE
S357,DO,Accent,Nezar,4,FALSE
S357,DO,Accent,Nezar,20,FALSE
S357,PO,Accent,Nezar,12,TRUE
S357,PO,Accent,Nezar,14,TRUE
S357,PO,Accent,Nezar,10,TRUE
S357,DO,Accent,Nezar,1,TRUE
S357,PO,Accent,Nezar,7,FALSE
S357,DO,Accent,Nezar,17,TRUE
S357,DO,Accent,Nezar,19,FALSE
S357,PO,Accent,Nezar,18,FALSE
S358,DO,Accent,Nezar,5,FALSE
S358,DO,Accent,Nezar,3,FALSE
S358,PO,Accent,Nezar,20,TRUE
S358,PO,Accent,Nezar,8,FALSE
S358,PO,Accent,Nezar,1,FALSE
S358,PO,Accent,Nezar,15,FALSE
S358,PO,Accent,Nezar,19,FALSE
S358,DO,Accent,Nezar,9,FALSE
S358,DO,Accent,Nezar,14,FALSE
S358,PO,Accent,Nezar,6,TRUE
S358,PO,Accent,Nezar,11,FALSE
S358,PO,Accent,Nezar,13,FALSE
S358,DO,Accent,Nezar,18,FALSE
S358,DO,Accent,Nezar,10,FALSE
S358,DO,Accent,Nezar,16,TRUE
S358,DO,Accent,Nezar,12,FALSE
S358,DO,Accent,Nezar,2,FALSE
S358,DO,Accent,Nezar,7,FALSE
S358,PO,Accent,Nezar,4,TRUE
S358,PO,Accent,Nezar,17,FALSE
S362,PO,Accent,Idan,16,FALSE
S362,PO,Accent,Idan,14,FALSE
S362,PO,Accent,Idan,2,FALSE
S362,DO,Accent,Idan,1,TRUE
S362,PO,Accent,Idan,9,FALSE
S362,PO,Accent,Idan,7,FALSE
S362,PO,Accent,Idan,5,FALSE
S362,PO,Accent,Idan,12,FALSE
S362,DO,Accent,Idan,13,FALSE
S362,DO,Accent,Idan,19,FALSE
S362,DO,Accent,Idan,4,TRUE
S362,PO,Accent,Idan,18,FALSE
S362,DO,Accent,Idan,15,FALSE
S362,DO,Accent,Idan,11,FALSE
S362,PO,Accent,Idan,3,TRUE
S362,DO,Accent,Idan,6,FALSE
S362,DO,Accent,Idan,17,TRUE
S366,PO,None,Nezar,3,TRUE
S366,DO,None,Nezar,6,FALSE
S366,DO,None,Nezar,20,FALSE
S366,DO,None,Nezar,13,FALSE
S366,PO,None,Nezar,5,TRUE
S366,PO,None,Nezar,7,FALSE
S366,DO,None,Nezar,17,FALSE
S366,PO,None,Nezar,2,FALSE
S366,PO,None,Nezar,12,TRUE
S366,DO,None,Nezar,1,FALSE
S366,PO,None,Nezar,18,TRUE
S366,DO,None,Nezar,4,FALSE
S366,PO,None,Nezar,9,TRUE
S366,PO,None,Nezar,16,TRUE
S366,DO,None,Nezar,19,FALSE
S366,PO,None,Nezar,10,TRUE
S366,DO,None,Nezar,11,FALSE
S366,DO,None,Nezar,8,FALSE
S366,DO,None,Nezar,15,FALSE
S370,PO,Accent,Nezar,8,TRUE
S370,PO,Accent,Nezar,15,TRUE
S370,DO,Accent,Nezar,16,FALSE
S370,DO,Accent,Nezar,3,FALSE
S370,DO,Accent,Nezar,10,FALSE
S370,PO,Accent,Nezar,4,TRUE
S370,DO,Accent,Nezar,12,FALSE
S370,PO,Accent,Nezar,20,TRUE
S370,DO,Accent,Nezar,5,TRUE
S370,PO,Accent,Nezar,13,TRUE
S370,DO,Accent,Nezar,9,FALSE
S370,PO,Accent,Nezar,1,TRUE
S370,PO,Accent,Nezar,6,TRUE
S370,PO,Accent,Nezar,17,TRUE
S370,DO,Accent,Nezar,7,FALSE
S370,DO,Accent,Nezar,2,FALSE
S370,PO,Accent,Nezar,11,TRUE
S370,DO,Accent,Nezar,14,FALSE
S370,PO,Accent,Nezar,19,TRUE
S370,DO,Accent,Nezar,18,FALSE
S372,DO,None,Idan,16,TRUE
S372,PO,None,Idan,19,FALSE
S372,DO,None,Idan,9,TRUE
S372,DO,None,Idan,7,TRUE
S372,PO,None,Idan,11,TRUE
S372,PO,None,Idan,13,TRUE
S372,PO,None,Idan,4,TRUE
S372,DO,None,Idan,10,TRUE
S372,PO,None,Idan,20,TRUE
S372,DO,None,Idan,14,TRUE
S372,DO,None,Idan,2,TRUE
S372,DO,None,Idan,18,TRUE
S372,DO,None,Idan,12,TRUE
S372,PO,None,Idan,17,TRUE
S372,PO,None,Idan,8,TRUE
S372,PO,None,Idan,15,FALSE
S372,DO,None,Idan,3,TRUE
S374,PO,Accent,Idan,4,TRUE
S374,PO,Accent,Idan,15,TRUE
S374,DO,Accent,Idan,7,FALSE
S374,PO,Accent,Idan,8,TRUE
S374,DO,Accent,Idan,16,FALSE
S374,PO,Accent,Idan,1,TRUE
S374,DO,Accent,Idan,5,FALSE
S374,DO,Accent,Idan,2,TRUE
S374,DO,Accent,Idan,9,FALSE
S374,DO,Accent,Idan,12,TRUE
S374,PO,Accent,Idan,11,TRUE
S374,PO,Accent,Idan,19,TRUE
S374,PO,Accent,Idan,6,FALSE
S374,DO,Accent,Idan,18,FALSE
S374,PO,Accent,Idan,13,TRUE
S374,DO,Accent,Idan,3,FALSE
S374,DO,Accent,Idan,14,FALSE
S374,PO,Accent,Idan,17,TRUE
S376,PO,None,Idan,10,TRUE
S376,DO,None,Idan,20,TRUE
S376,PO,None,Idan,16,TRUE
S376,DO,None,Idan,11,TRUE
S376,PO,None,Idan,5,TRUE
S376,PO,None,Idan,2,TRUE
S376,PO,None,Idan,9,TRUE
S376,DO,None,Idan,6,FALSE
S376,DO,None,Idan,13,TRUE
S376,DO,None,Idan,19,FALSE
S376,DO,None,Idan,1,TRUE
S376,DO,None,Idan,4,TRUE
S376,DO,None,Idan,15,TRUE
S376,PO,None,Idan,12,TRUE
S376,PO,None,Idan,3,TRUE
S376,DO,None,Idan,17,TRUE
S376,PO,None,Idan,18,TRUE
S376,PO,None,Idan,7,TRUE
S376,PO,None,Idan,14,TRUE
S377,DO,None,Nezar,3,TRUE
S377,PO,None,Nezar,6,TRUE
S377,DO,None,Nezar,7,FALSE
S377,PO,None,Nezar,13,TRUE
S377,PO,None,Nezar,17,FALSE
S377,PO,None,Nezar,19,TRUE
S377,DO,None,Nezar,16,FALSE
S377,DO,None,Nezar,10,TRUE
S377,PO,None,Nezar,8,TRUE
S377,PO,None,Nezar,1,TRUE
S377,PO,None,Nezar,15,TRUE
S377,DO,None,Nezar,12,FALSE
S377,PO,None,Nezar,4,TRUE
S377,DO,None,Nezar,5,TRUE
S377,DO,None,Nezar,9,FALSE
S377,DO,None,Nezar,14,TRUE
S377,DO,None,Nezar,2,FALSE
S377,PO,None,Nezar,20,TRUE
S377,PO,None,Nezar,11,TRUE
S377,DO,None,Nezar,18,TRUE
S379,DO,None,Nezar,19,FALSE
S379,DO,None,Nezar,20,FALSE
S379,PO,None,Nezar,5,FALSE
S379,DO,None,Nezar,11,FALSE
S379,DO,None,Nezar,15,FALSE
S379,PO,None,Nezar,10,TRUE
S379,PO,None,Nezar,18,FALSE
S379,DO,None,Nezar,13,FALSE
S379,DO,None,Nezar,17,FALSE
S379,DO,None,Nezar,6,FALSE
S379,PO,None,Nezar,9,FALSE
S379,DO,None,Nezar,4,FALSE
S379,PO,None,Nezar,3,TRUE
S379,PO,None,Nezar,16,TRUE
S379,DO,None,Nezar,1,FALSE
S379,PO,None,Nezar,2,TRUE
S379,DO,None,Nezar,8,FALSE
S379,PO,None,Nezar,7,TRUE
S379,PO,None,Nezar,12,TRUE
S382,DO,Accent,Nezar,7,TRUE
S382,PO,Accent,Nezar,19,TRUE
S382,DO,Accent,Nezar,16,FALSE
S382,PO,Accent,Nezar,11,FALSE
S382,PO,Accent,Nezar,17,TRUE
S382,DO,Accent,Nezar,12,FALSE
S382,DO,Accent,Nezar,14,TRUE
S382,PO,Accent,Nezar,8,TRUE
S382,DO,Accent,Nezar,9,TRUE
S382,PO,Accent,Nezar,15,FALSE
S382,DO,Accent,Nezar,18,TRUE
S382,PO,Accent,Nezar,13,FALSE
S382,DO,Accent,Nezar,2,TRUE
S382,DO,Accent,Nezar,5,TRUE
S382,PO,Accent,Nezar,4,TRUE
S382,PO,Accent,Nezar,6,TRUE
S382,DO,Accent,Nezar,10,TRUE
S382,DO,Accent,Nezar,3,TRUE
S382,PO,Accent,Nezar,20,TRUE
S382,PO,Accent,Nezar,1,TRUE
S388,DO,Accent,Nezar,10,FALSE
S388,PO,Accent,Nezar,11,TRUE
S388,PO,Accent,Nezar,17,TRUE
S388,PO,Accent,Nezar,15,TRUE
S388,PO,Accent,Nezar,1,FALSE
S388,PO,Accent,Nezar,6,TRUE
S388,DO,Accent,Nezar,9,FALSE
S388,PO,Accent,Nezar,13,TRUE
S388,DO,Accent,Nezar,3,TRUE
S388,DO,Accent,Nezar,18,FALSE
S388,PO,Accent,Nezar,4,TRUE
S388,DO,Accent,Nezar,14,TRUE
S388,PO,Accent,Nezar,20,TRUE
S388,DO,Accent,Nezar,2,TRUE
S388,DO,Accent,Nezar,5,FALSE
S388,PO,Accent,Nezar,19,TRUE
S388,DO,Accent,Nezar,16,TRUE
S388,DO,Accent,Nezar,7,TRUE
S388,PO,Accent,Nezar,8,TRUE
S388,DO,Accent,Nezar,12,TRUE
S389,PO,Accent,Idan,9,FALSE
S389,PO,Accent,Idan,2,FALSE
S389,DO,Accent,Idan,17,FALSE
S389,PO,Accent,Idan,16,FALSE
S389,PO,Accent,Idan,12,FALSE
S389,PO,Accent,Idan,3,FALSE
S389,DO,Accent,Idan,4,FALSE
S389,PO,Accent,Idan,7,FALSE
S389,PO,Accent,Idan,5,TRUE
S389,PO,Accent,Idan,18,FALSE
S389,DO,Accent,Idan,11,FALSE
S389,DO,Accent,Idan,15,FALSE
S389,PO,Accent,Idan,14,FALSE
S389,DO,Accent,Idan,19,FALSE
S389,DO,Accent,Idan,6,FALSE
S389,DO,Accent,Idan,1,FALSE
S389,DO,Accent,Idan,13,FALSE
S391,DO,Accent,Nezar,15,FALSE
S391,DO,Accent,Nezar,19,FALSE
S391,DO,Accent,Nezar,11,FALSE
S391,PO,Accent,Nezar,5,TRUE
S391,PO,Accent,Nezar,12,TRUE
S391,PO,Accent,Nezar,3,TRUE
S391,DO,Accent,Nezar,6,TRUE
S391,DO,Accent,Nezar,1,FALSE
S391,PO,Accent,Nezar,2,FALSE
S391,DO,Accent,Nezar,17,FALSE
S391,DO,Accent,Nezar,13,TRUE
S391,DO,Accent,Nezar,4,FALSE
S391,PO,Accent,Nezar,7,TRUE
S391,PO,Accent,Nezar,10,TRUE
S391,DO,Accent,Nezar,20,FALSE
S391,PO,Accent,Nezar,9,TRUE
S391,PO,Accent,Nezar,18,FALSE
S391,PO,Accent,Nezar,14,TRUE
S393,PO,Accent,Idan,13,FALSE
S393,DO,Accent,Idan,3,FALSE
S393,PO,Accent,Idan,19,FALSE
S393,DO,Accent,Idan,18,FALSE
S393,PO,Accent,Idan,11,FALSE
S393,PO,Accent,Idan,6,FALSE
S393,DO,Accent,Idan,16,FALSE
S393,PO,Accent,Idan,8,FALSE
S393,DO,Accent,Idan,2,FALSE
S393,PO,Accent,Idan,1,FALSE
S393,DO,Accent,Idan,7,FALSE
S393,DO,Accent,Idan,14,FALSE
