Participant,Construction,Accent,Speaker,Item,Correct
S179,PO,Accent,Idan,18,TRUE
S179,DO,Accent,Idan,13,FALSE
S179,DO,Accent,Idan,4,TRUE
S179,PO,Accent,Idan,9,TRUE
S179,DO,Accent,Idan,17,TRUE
S181,DO,None,Idan,16,TRUE
S181,PO,None,Idan,17,TRUE
S181,PO,None,Idan,19,TRUE
S181,PO,None,Idan,4,TRUE
S181,PO,None,Idan,20,TRUE
S181,PO,None,Idan,15,TRUE
S181,DO,None,Idan,7,TRUE
S181,DO,None,Idan,3,TRUE
S181,DO,None,Idan,14,TRUE
S181,PO,None,Idan,11,TRUE
S181,DO,None,Idan,18,TRUE
S181,PO,None,Idan,13,TRUE
S181,DO,None,Idan,10,TRUE
S181,DO,None,Idan,12,TRUE
S181,DO,None,Idan,9,TRUE
S181,DO,None,Idan,2,TRUE
S181,PO,None,Idan,8,TRUE
S183,PO,None,Idan,15,TRUE
S183,DO,None,Idan,18,FALSE
S183,DO,None,Idan,7,TRUE
S183,DO,None,Idan,10,FALSE
S183,DO,None,Idan,3,FALSE
S183,PO,None,Idan,4,TRUE
S183,DO,None,Idan,2,TRUE
S183,PO,None,Idan,20,TRUE
S183,PO,None,Idan,11,TRUE
S183,DO,None,Idan,14,TRUE
S183,DO,None,Idan,12,FALSE
S183,DO,None,Idan,16,FALSE
S183,PO,None,Idan,13,TRUE
S183,DO,None,Idan,9,FALSE
S183,PO,None,Idan,17,TRUE
S183,PO,None,Idan,8,TRUE
S183,PO,None,Idan,19,TRUE
S185,PO,None,Nezar,6,FALSE
S185,DO,None,Nezar,16,FALSE
S185,PO,None,Nezar,17,FALSE
S185,DO,None,Nezar,14,FALSE
S185,DO,None,Nezar,18,FALSE
S185,DO,None,Nezar,2,FALSE
S185,PO,None,Nezar,19,FALSE
S185,PO,None,Nezar,11,FALSE
S185,PO,None,Nezar,13,FALSE
S185,DO,None,Nezar,10,TRUE
S185,PO,None,Nezar,8,FALSE
S185,PO,None,Nezar,15,FALSE
S185,DO,None,Nezar,9,FALSE
S185,DO,None,Nezar,12,FALSE
S185,PO,None,Nezar,4,FALSE
S185,PO,None,Nezar,1,FALSE
S185,DO,None,Nezar,5,FALSE
S185,PO,None,Nezar,20,TRUE
S185,DO,None,Nezar,7,FALSE
S185,DO,None,Nezar,3,FALSE
S187,DO,None,Idan,6,FALSE
S187,PO,None,Idan,16,TRUE
S187,DO,None,Idan,13,TRUE
S187,DO,None,Idan,4,TRUE
S187,DO,None,Idan,11,FALSE
S187,PO,None,Idan,2,TRUE
S187,DO,None,Idan,20,FALSE
S187,DO,None,Idan,19,FALSE
S187,DO,None,Idan,17,FALSE
S187,PO,None,Idan,5,TRUE
S187,PO,None,Idan,7,TRUE
S187,DO,None,Idan,1,FALSE
S187,PO,None,Idan,10,TRUE
S187,DO,None,Idan,15,TRUE
S187,PO,None,Idan,12,TRUE
S187,PO,None,Idan,9,TRUE
S187,PO,None,Idan,14,TRUE
S187,PO,None,Idan,18,FALSE
S187,PO,None,Idan,3,TRUE
S19,DO,Accent,Nezar,14,TRUE
S19,PO,Accent,Nezar,6,TRUE
S19,DO,Accent,Nezar,7,TRUE
S19,DO,Accent,Nezar,5,TRUE
S19,DO,Accent,Nezar,3,TRUE
S19,PO,Accent,Nezar,1,TRUE
S19,DO,Accent,Nezar,18,TRUE
S19,DO,Accent,Nezar,2,TRUE
S19,PO,Accent,Nezar,13,TRUE
S19,PO,Accent,Nezar,19,TRUE
S19,DO,Accent,Nezar,16,TRUE
S19,PO,Accent,Nezar,4,TRUE
S19,PO,Accent,Nezar,20,TRUE
S19,DO,Accent,Nezar,12,TRUE
S19,PO,Accent,Nezar,17,TRUE
S19,PO,Accent,Nezar,11,TRUE
S19,PO,Accent,Nezar,8,TRUE
S19,DO,Accent,Nezar,9,TRUE
S19,PO,Accent,Nezar,15,TRUE
S19,DO,Accent,Nezar,10,TRUE
S195,PO,None,Idan,19,FALSE
S195,DO,None,Idan,10,FALSE
S195,PO,None,Idan,13,FALSE
S195,PO,None,Idan,15,FALSE
S195,DO,None,Idan,16,FALSE
S195,DO,None,Idan,18,FALSE
S195,PO,None,Idan,17,FALSE
S195,PO,None,Idan,11,FALSE
S195,DO,None,Idan,7,FALSE
S195,DO,None,Idan,9,FALSE
S195,PO,None,Idan,4,FALSE
S195,DO,None,Idan,14,FALSE
S195,PO,None,Idan,8,FALSE
S195,DO,None,Idan,3,FALSE
S195,DO,None,Idan,2,FALSE
S195,PO,None,Idan,20,FALSE
S195,DO,None,Idan,12,FALSE
S196,DO,Accent,Nezar,15,TRUE
S196,DO,Accent,Nezar,17,TRUE
S196,DO,Accent,Nezar,6,TRUE
S196,PO,Accent,Nezar,10,TRUE
S196,DO,Accent,Nezar,4,TRUE
S196,PO,Accent,Nezar,12,TRUE
S196,DO,Accent,Nezar,11,TRUE
S196,PO,Accent,Nezar,18,TRUE
S196,PO,Accent,Nezar,2,TRUE
S196,DO,Accent,Nezar,1,TRUE
S196,DO,Accent,Nezar,19,TRUE
S196,PO,Accent,Nezar,7,TRUE
S196,PO,Accent,Nezar,3,TRUE
S196,DO,Accent,Nezar,13,TRUE
S196,DO,Accent,Nezar,20,TRUE
S196,PO,Accent,Nezar,9,TRUE
S196,PO,Accent,Nezar,14,TRUE
S196,PO,Accent,Nezar,5,TRUE
S20,DO,Accent,Nezar,1,TRUE
S20,PO,Accent,Nezar,18,TRUE
S20,DO,Accent,Nezar,17,FALSE
S20,DO,Accent,Nezar,13,TRUE
S20,DO,Accent,Nezar,19,TRUE
S20,DO,Accent,Nezar,20,TRUE
S20,PO,Accent,Nezar,7,TRUE
S20,PO,Accent,Nezar,3,TRUE
S20,DO,Accent,Nezar,11,TRUE
S20,PO,Accent,Nezar,2,TRUE
S20,DO,Accent,Nezar,4,TRUE
S20,PO,Accent,Nezar,12,TRUE
S20,DO,Accent,Nezar,6,TRUE
S20,DO,Accent,Nezar,15,TRUE
S20,PO,Accent,Nezar,9,TRUE
S20,PO,Accent,Nezar,10,TRUE
S20,PO,Accent,Nezar,14,TRUE
S20,PO,Accent,Nezar,5,TRUE
S202,DO,Accent,Nezar,15,FALSE
S202,PO,Accent,Nezar,14,FALSE
S202,PO,Accent,Nezar,7,FALSE
S202,PO,Accent,Nezar,3,FALSE
S202,PO,Accent,Nezar,10,FALSE
S202,PO,Accent,Nezar,9,FALSE
S202,DO,Accent,Nezar,4,FALSE
S202,DO,Accent,Nezar,11,FALSE
S202,DO,Accent,Nezar,19,FALSE
S202,PO,Accent,Nezar,2,TRUE
S202,DO,Accent,Nezar,6,FALSE
S202,DO,Accent,Nezar,13,FALSE
S202,DO,Accent,Nezar,1,FALSE
S202,DO,Accent,Nezar,20,FALSE
S202,PO,Accent,Nezar,12,TRUE
S202,PO,Accent,Nezar,18,FALSE
S202,DO,Accent,Nezar,17,FALSE
S202,PO,Accent,Nezar,5,FALSE
S206,PO,None,Nezar,12,TRUE
S206,DO,None,Nezar,1,TRUE
S206,PO,None,Nezar,2,TRUE
S206,DO,None,Nezar,17,FALSE
S206,DO,None,Nezar,13,TRUE
S206,DO,None,Nezar,11,FALSE
S206,PO,None,Nezar,3,TRUE
S206,PO,None,Nezar,9,TRUE
S206,PO,None,Nezar,5,TRUE
S206,DO,None,Nezar,4,FALSE
S206,DO,None,Nezar,8,TRUE
S206,DO,None,Nezar,6,TRUE
S206,PO,None,Nezar,16,TRUE
S206,PO,None,Nezar,7,TRUE
S206,DO,None,Nezar,19,TRUE
S206,DO,None,Nezar,20,FALSE
S206,DO,None,Nezar,15,TRUE
S206,PO,None,Nezar,18,TRUE
S206,PO,None,Nezar,10,TRUE
S207,PO,Accent,Idan,12,FALSE
S207,PO,Accent,Idan,2,FALSE
S207,PO,Accent,Idan,5,FALSE
S207,DO,Accent,Idan,11,FALSE
S207,PO,Accent,Idan,9,FALSE
S207,PO,Accent,Idan,3,FALSE
S207,PO,Accent,Idan,14,FALSE
S207,PO,Accent,Idan,7,FALSE
S207,PO,Accent,Idan,18,FALSE
S207,DO,Accent,Idan,6,FALSE
S207,DO,Accent,Idan,19,FALSE
S207,DO,Accent,Idan,17,FALSE
S207,DO,Accent,Idan,13,FALSE
S207,DO,Accent,Idan,4,FALSE
S207,DO,Accent,Idan,15,FALSE
S207,PO,Accent,Idan,16,FALSE
S207,DO,Accent,Idan,1,FALSE
S210,DO,None,Idan,15,TRUE
S210,PO,None,Idan,2,TRUE
S210,DO,None,Idan,6,TRUE
S210,PO,None,Idan,10,TRUE
S210,PO,None,Idan,18,TRUE
S210,PO,None,Idan,16,TRUE
S210,PO,None,Idan,7,TRUE
S210,DO,None,Idan,4,TRUE
S210,DO,None,Idan,11,TRUE
S210,DO,None,Idan,1,TRUE
S210,DO,None,Idan,20,TRUE
S210,DO,None,Idan,13,TRUE
S210,PO,None,Idan,12,TRUE
S210,PO,None,Idan,5,TRUE
S210,PO,None,Idan,9,TRUE
S210,PO,None,Idan,14,TRUE
S210,DO,None,Idan,17,FALSE
S210,PO,None,Idan,3,TRUE
S210,DO,None,Idan,19,TRUE
S211,PO,Accent,Idan,19,TRUE
S211,DO,Accent,Idan,9,TRUE
S211,PO,Accent,Idan,17,TRUE
S211,PO,Accent,Idan,15,TRUE
S211,DO,Accent,Idan,12,TRUE
S211,DO,Accent,Idan,2,TRUE
S211,PO,Accent,Idan,1,TRUE
S211,DO,Accent,Idan,3,TRUE
S211,DO,Accent,Idan,5,TRUE
S211,DO,Accent,Idan,7,TRUE
S211,DO,Accent,Idan,16,TRUE
S211,PO,Accent,Idan,13,TRUE
S211,PO,Accent,Idan,4,TRUE
S211,DO,Accent,Idan,18,TRUE
S211,DO,Accent,Idan,14,FALSE
S211,PO,Accent,Idan,11,TRUE
S211,PO,Accent,Idan,8,TRUE
S211,PO,Accent,Idan,6,TRUE
S212,PO,None,Nezar,19,TRUE
S212,PO,None,Nezar,4,TRUE
S212,DO,None,Nezar,14,TRUE
S212,DO,None,Nezar,3,FALSE
S212,DO,None,Nezar,7,TRUE
S212,DO,None,Nezar,10,FALSE
S212,PO,None,Nezar,17,TRUE
S212,PO,None,Nezar,6,TRUE
S212,PO,None,Nezar,13,TRUE
S212,PO,None,Nezar,1,FALSE
S212,PO,None,Nezar,15,TRUE
S212,DO,None,Nezar,16,TRUE
S212,DO,None,Nezar,12,TRUE
S212,DO,None,Nezar,18,TRUE
S212,DO,None,Nezar,2,TRUE
S212,DO,None,Nezar,9,TRUE
S212,DO,None,Nezar,5,TRUE
S212,PO,None,Nezar,20,TRUE
S212,PO,None,Nezar,11,TRUE
S212,PO,None,Nezar,8,TRUE
S214,PO,None,Idan,7,TRUE
S214,PO,None,Idan,2,TRUE
S214,DO,None,Idan,15,TRUE
S214,DO,None,Idan,13,TRUE
S214,PO,None,Idan,16,TRUE
S214,PO,None,Idan,5,TRUE
S214,DO,None,Idan,17,TRUE
S214,DO,None,Idan,11,TRUE
S214,DO,None,Idan,19,TRUE
S214,PO,None,Idan,9,TRUE
S214,PO,None,Idan,14,TRUE
S214,DO,None,Idan,20,TRUE
S214,DO,None,Idan,1,TRUE
S214,PO,None,Idan,3,TRUE
S214,PO,None,Idan,10,TRUE
S214,PO,None,Idan,18,TRUE
S214,DO,None,Idan,4,TRUE
S214,PO,None,Idan,12,TRUE
S214,DO,None,Idan,6,TRUE
S215,DO,None,Nezar,16,FALSE
S215,PO,None,Nezar,13,FALSE
S215,DO,None,Nezar,18,FALSE
S215,DO,None,Nezar,14,FALSE
S215,PO,None,Nezar,11,FALSE
S215,PO,None,Nezar,19,FALSE
S215,PO,None,Nezar,15,FALSE
S215,DO,None,Nezar,9,FALSE
S215,DO,None,Nezar,7,FALSE
S215,DO,None,Nezar,5,FALSE
S215,DO,None,Nezar,10,FALSE
S215,PO,None,Nezar,6,FALSE
S215,PO,None,Nezar,17,FALSE
S215,PO,None,Nezar,20,FALSE
S215,DO,None,Nezar,3,FALSE
S215,DO,None,Nezar,12,FALSE
S215,PO,None,Nezar,4,FALSE
S215,PO,None,Nezar,8,FALSE
S215,DO,None,Nezar,2,FALSE
S215,PO,None,Nezar,1,FALSE
S216,PO,None,Idan,19,TRUE
S216,PO,None,Idan,13,TRUE
S216,DO,None,Idan,18,TRUE
S216,PO,None,Idan,17,TRUE
S216,PO,None,Idan,8,TRUE
S216,DO,None,Idan,16,TRUE
S216,DO,None,Idan,14,TRUE
S216,DO,None,Idan,12,TRUE
S216,PO,None,Idan,15,TRUE
S216,DO,None,Idan,3,TRUE
S216,DO,None,Idan,7,TRUE
S216,DO,None,Idan,9,TRUE
S216,DO,None,Idan,10,TRUE
S216,PO,None,Idan,11,TRUE
S216,PO,None,Idan,4,TRUE
S216,DO,None,Idan,2,TRUE
S216,PO,None,Idan,20,TRUE
S217,DO,Accent,Idan,6,FALSE
S217,PO,Accent,Idan,18,TRUE
S217,DO,Accent,Idan,15,FALSE
S217,DO,Accent,Idan,11,FALSE
S217,PO,Accent,Idan,3,TRUE
S217,DO,Accent,Idan,19,FALSE
S217,PO,Accent,Idan,14,FALSE
S217,DO,Accent,Idan,4,FALSE
S217,PO,Accent,Idan,7,TRUE
S217,DO,Accent,Idan,17,FALSE
S217,PO,Accent,Idan,9,TRUE
S217,PO,Accent,Idan,12,TRUE
S217,DO,Accent,Idan,13,TRUE
S217,PO,Accent,Idan,2,TRUE
S217,PO,Accent,Idan,5,TRUE
S217,DO,Accent,Idan,1,FALSE
S217,PO,Accent,Idan,16,FALSE
S220,DO,None,Nezar,20,TRUE
S220,DO,None,Nezar,15,TRUE
S220,PO,None,Nezar,10,TRUE
S220,DO,None,Nezar,8,TRUE
S220,DO,None,Nezar,1,TRUE
S220,DO,None,Nezar,4,TRUE
S220,PO,None,Nezar,2,TRUE
S220,PO,None,Nezar,7,TRUE
S220,DO,None,Nezar,17,TRUE
S220,DO,None,Nezar,11,TRUE
S220,PO,None,Nezar,9,TRUE
S220,PO,None,Nezar,16,TRUE
S220,PO,None,Nezar,12,TRUE
S220,DO,None,Nezar,13,TRUE
S220,PO,None,Nezar,18,TRUE
S220,DO,None,Nezar,19,TRUE
S220,DO,None,Nezar,6,TRUE
S220,PO,None,Nezar,3,TRUE
S220,PO,None,Nezar,5,TRUE
S221,PO,Accent,Idan,12,TRUE
S221,PO,Accent,Idan,16,TRUE
S221,PO,Accent,Idan,18,TRUE
S221,DO,Accent,Idan,13,TRUE
S221,DO,Accent,Idan,11,FALSE
S221,PO,Accent,Idan,5,TRUE
S221,PO,Accent,Idan,7,TRUE
S221,DO,Accent,Idan,19,FALSE
S221,DO,Accent,Idan,4,TRUE
S221,DO,Accent,Idan,15,FALSE
S221,PO,Accent,Idan,3,TRUE
S221,DO,Accent,Idan,17,FALSE
S221,DO,Accent,Idan,1,FALSE
S221,PO,Accent,Idan,2,TRUE
S221,PO,Accent,Idan,9,TRUE
S221,PO,Accent,Idan,14,FALSE
S221,DO,Accent,Idan,6,FALSE
S223,DO,Accent,Nezar,7,FALSE
S223,DO,Accent,Nezar,2,FALSE
S223,DO,Accent,Nezar,18,FALSE
S223,PO,Accent,Nezar,1,TRUE
S223,PO,Accent,Nezar,19,FALSE
S223,PO,Accent,Nezar,20,TRUE
S223,PO,Accent,Nezar,13,FALSE
S223,DO,Accent,Nezar,10,FALSE
S223,DO,Accent,Nezar,12,FALSE
S223,DO,Accent,Nezar,16,FALSE
S223,DO,Accent,Nezar,3,FALSE
S223,PO,Accent,Nezar,8,FALSE
S223,PO,Accent,Nezar,4,TRUE
S223,PO,Accent,Nezar,6,TRUE
S223,DO,Accent,Nezar,14,FALSE
S223,PO,Accent,Nezar,11,FALSE
S223,DO,Accent,Nezar,5,FALSE
S223,PO,Accent,Nezar,17,FALSE
S223,PO,Accent,Nezar,15,FALSE
S223,DO,Accent,Nezar,9,FALSE
S225,PO,Accent,Nezar,1,TRUE
S225,DO,Accent,Nezar,3,TRUE
S225,DO,Accent,Nezar,2,TRUE
S225,DO,Accent,Nezar,18,TRUE
S225,DO,Accent,Nezar,9,TRUE
S225,DO,Accent,Nezar,7,TRUE
S225,PO,Accent,Nezar,8,TRUE
S225,DO,Accent,Nezar,14,TRUE
S225,PO,Accent,Nezar,13,TRUE
S225,PO,Accent,Nezar,11,TRUE
S225,DO,Accent,Nezar,12,TRUE
S225,PO,Accent,Nezar,4,TRUE
S225,PO,Accent,Nezar,15,TRUE
S225,PO,Accent,Nezar,20,TRUE
S225,DO,Accent,Nezar,16,FALSE
S225,PO,Accent,Nezar,17,TRUE
S225,PO,Accent,Nezar,19,TRUE
S225,PO,Accent,Nezar,6,TRUE
S225,DO,Accent,Nezar,5,FALSE
S225,DO,Accent,Nezar,10,TRUE
S228,PO,None,Idan,8,TRUE
S228,PO,None,Idan,20,TRUE
S228,PO,None,Idan,19,TRUE
S228,DO,None,Idan,7,FALSE
S228,DO,None,Idan,2,FALSE
S228,PO,None,Idan,13,TRUE
S228,DO,None,Idan,18,TRUE
S228,DO,None,Idan,16,FALSE
S228,DO,None,Idan,12,FALSE
S228,PO,None,Idan,4,TRUE
S228,DO,None,Idan,3,FALSE
S228,DO,None,Idan,10,FALSE
S228,PO,None,Idan,17,FALSE
S228,DO,None,Idan,14,FALSE
S228,PO,None,Idan,11,FALSE
S228,DO,None,Idan,9,FALSE
S228,PO,None,Idan,15,TRUE
S23,DO,None,Idan,6,TRUE
S23,DO,None,Idan,11,TRUE
S23,PO,None,Idan,9,TRUE
S23,PO,None,Idan,5,TRUE
S23,PO,None,Idan,18,TRUE
S23,PO,None,Idan,12,TRUE
S23,DO,None,Idan,20,TRUE
S23,PO,None,Idan,14,TRUE
S23,DO,None,Idan,15,TRUE
S23,DO,None,Idan,13,TRUE
S23,PO,None,Idan,2,TRUE
S23,PO,None,Idan,10,TRUE
S23,DO,None,Idan,1,TRUE
S23,PO,None,Idan,16,TRUE
S23,DO,None,Idan,19,TRUE
S23,PO,None,Idan,3,TRUE
S23,DO,None,Idan,17,TRUE
S23,DO,None,Idan,4,TRUE
S23,PO,None,Idan,7,TRUE
S230,PO,Accent,Idan,6,TRUE
S230,PO,Accent,Idan,4,FALSE
S230,PO,Accent,Idan,8,FALSE
S230,PO,Accent,Idan,1,FALSE
S230,PO,Accent,Idan,19,FALSE
S230,PO,Accent,Idan,11,FALSE
S230,PO,Accent,Idan,15,FALSE
S230,DO,Accent,Idan,7,FALSE
S230,DO,Accent,Idan,5,TRUE
S230,DO,Accent,Idan,14,FALSE
S230,DO,Accent,Idan,3,FALSE
S230,PO,Accent,Idan,17,FALSE
S230,DO,Accent,Idan,9,FALSE
S230,PO,Accent,Idan,13,FALSE
S230,DO,Accent,Idan,2,FALSE
S230,DO,Accent,Idan,12,TRUE
S230,DO,Accent,Idan,18,FALSE
S230,DO,Accent,Idan,16,FALSE
S231,PO,Accent,Nezar,15,FALSE
S231,DO,Accent,Nezar,18,TRUE
S231,DO,Accent,Nezar,7,FALSE
S231,DO,Accent,Nezar,9,FALSE
S231,PO,Accent,Nezar,17,FALSE
S231,DO,Accent,Nezar,12,FALSE
S231,PO,Accent,Nezar,1,FALSE
S231,PO,Accent,Nezar,19,FALSE
S231,PO,Accent,Nezar,8,FALSE
S231,DO,Accent,Nezar,16,TRUE
S231,DO,Accent,Nezar,5,FALSE
S231,PO,Accent,Nezar,6,FALSE
S231,PO,Accent,Nezar,13,FALSE
S231,PO,Accent,Nezar,4,FALSE
S231,DO,Accent,Nezar,3,FALSE
S231,DO,Accent,Nezar,10,FALSE
S231,PO,Accent,Nezar,11,FALSE
S231,DO,Accent,Nezar,14,FALSE
S231,PO,Accent,Nezar,20,FALSE
S231,DO,Accent,Nezar,2,FALSE
S236,DO,Accent,Idan,15,FALSE
S236,PO,Accent,Idan,14,FALSE
S236,DO,Accent,Idan,19,FALSE
S236,PO,Accent,Idan,7,TRUE
S236,PO,Accent,Idan,16,FALSE
S236,PO,Accent,Idan,5,TRUE
S236,PO,Accent,Idan,18,FALSE
S236,DO,Accent,Idan,4,FALSE
S236,PO,Accent,Idan,12,TRUE
S236,DO,Accent,Idan,1,FALSE
S236,DO,Accent,Idan,11,FALSE
S236,DO,Accent,Idan,17,FALSE
S236,PO,Accent,Idan,2,TRUE
S236,PO,Accent,Idan,9,TRUE
S236,DO,Accent,Idan,6,TRUE
S236,DO,Accent,Idan,13,FALSE
S236,PO,Accent,Idan,3,TRUE
S239,PO,Accent,Nezar,8,FALSE
S239,PO,Accent,Nezar,20,FALSE
S239,DO,Accent,Nezar,9,FALSE
S239,PO,Accent,Nezar,11,FALSE
S239,DO,Accent,Nezar,12,FALSE
S239,PO,Accent,Nezar,1,FALSE
S239,DO,Accent,Nezar,5,FALSE
S239,DO,Accent,Nezar,7,FALSE
S239,PO,Accent,Nezar,19,FALSE
S239,PO,Accent,Nezar,4,FALSE
S239,DO,Accent,Nezar,14,FALSE
S239,DO,Accent,Nezar,2,FALSE
S239,DO,Accent,Nezar,18,FALSE
S239,PO,Accent,Nezar,6,TRUE
S239,DO,Accent,Nezar,3,FALSE
S239,PO,Accent,Nezar,15,TRUE
S239,DO,Accent,Nezar,10,FALSE
S239,PO,Accent,Nezar,17,FALSE
S239,DO,Accent,Nezar,16,FALSE
S239,PO,Accent,Nezar,13,FALSE
S245,DO,None,Idan,14,FALSE
S245,PO,None,Idan,4,TRUE
S245,DO,None,Idan,12,TRUE
S245,DO,None,Idan,16,TRUE
S245,DO,None,Idan,10,TRUE
S245,PO,None,Idan,17,TRUE
S245,PO,None,Idan,19,TRUE
S245,PO,None,Idan,8,TRUE
S245,PO,None,Idan,11,TRUE
S245,PO,None,Idan,20,TRUE
S245,PO,None,Idan,15,TRUE
S245,DO,None,Idan,7,TRUE
S245,PO,None,Idan,13,TRUE
S245,DO,None,Idan,3,TRUE
S245,DO,None,Idan,9,TRUE
S245,DO,None,Idan,18,TRUE
S245,DO,None,Idan,2,TRUE
S246,DO,Accent,Nezar,4,TRUE
S246,DO,Accent,Nezar,13,FALSE
S246,DO,Accent,Nezar,6,FALSE
S246,PO,Accent,Nezar,9,FALSE
S246,PO,Accent,Nezar,14,FALSE
S246,PO,Accent,Nezar,10,FALSE
S246,PO,Accent,Nezar,12,TRUE
S246,PO,Accent,Nezar,3,TRUE
S246,PO,Accent,Nezar,5,TRUE
S246,PO,Accent,Nezar,18,TRUE
S246,DO,Accent,Nezar,20,TRUE
S246,DO,Accent,Nezar,17,FALSE
S246,DO,Accent,Nezar,1,TRUE
S246,DO,Accent,Nezar,19,TRUE
S246,PO,Accent,Nezar,2,TRUE
S246,DO,Accent,Nezar,15,FALSE
S246,PO,Accent,Nezar,7,TRUE
S246,DO,Accent,Nezar,11,FALSE
S247,PO,Accent,Nezar,13,FALSE
S247,DO,Accent,Nezar,3,TRUE
S247,PO,Accent,Nezar,8,TRUE
S247,DO,Accent,Nezar,9,TRUE
S247,PO,Accent,Nezar,15,TRUE
S247,PO,Accent,Nezar,20,TRUE
S247,DO,Accent,Nezar,14,TRUE
S247,PO,Accent,Nezar,11,TRUE
S247,PO,Accent,Nezar,1,TRUE
S247,PO,Accent,Nezar,17,TRUE
S247,DO,Accent,Nezar,12,FALSE
S247,PO,Accent,Nezar,6,TRUE
S247,DO,Accent,Nezar,18,FALSE
S247,DO,Accent,Nezar,7,TRUE
S247,DO,Accent,Nezar,10,TRUE
S247,DO,Accent,Nezar,5,FALSE
S247,DO,Accent,Nezar,16,TRUE
S247,PO,Accent,Nezar,19,TRUE
S247,PO,Accent,Nezar,4,TRUE
S247,DO,Accent,Nezar,2,TRUE
S260,DO,None,Nezar,17,FALSE
S260,PO,None,Nezar,3,TRUE
S260,DO,None,Nezar,15,TRUE
S260,PO,None,Nezar,7,TRUE
S260,DO,None,Nezar,20,TRUE
S260,PO,None,Nezar,9,TRUE
S260,PO,None,Nezar,2,TRUE
S260,DO,None,Nezar,6,TRUE
S260,DO,None,Nezar,1,TRUE
S260,DO,None,Nezar,4,TRUE
S260,PO,None,Nezar,12,TRUE
S260,PO,None,Nezar,18,TRUE
S260,PO,None,Nezar,5,TRUE
S260,PO,None,Nezar,10,TRUE
S260,PO,None,Nezar,16,TRUE
S260,DO,None,Nezar,13,TRUE
S260,DO,None,Nezar,11,FALSE
S260,DO,None,Nezar,8,FALSE
S260,DO,None,Nezar,19,TRUE
S264,PO,Accent,Nezar,4,TRUE
S264,DO,Accent,Nezar,12,TRUE
S264,DO,Accent,Nezar,18,TRUE
S264,PO,Accent,Nezar,8,TRUE
S264,PO,Accent,Nezar,17,TRUE
S264,DO,Accent,Nezar,2,TRUE
S264,DO,Accent,Nezar,5,TRUE
S264,PO,Accent,Nezar,19,TRUE
S264,DO,Accent,Nezar,16,TRUE
S264,DO,Accent,Nezar,14,TRUE
S264,PO,Accent,Nezar,13,TRUE
S264,DO,Accent,Nezar,9,TRUE
S264,DO,Accent,Nezar,3,TRUE
S264,PO,Accent,Nezar,6,TRUE
S264,PO,Accent,Nezar,1,TRUE
S264,DO,Accent,Nezar,7,TRUE
S264,PO,Accent,Nezar,20,TRUE
S264,PO,Accent,Nezar,11,TRUE
S264,PO,Accent,Nezar,15,TRUE
S264,DO,Accent,Nezar,10,TRUE
S271,PO,Accent,Nezar,7,FALSE
S271,DO,Accent,Nezar,6,FALSE
S271,PO,Accent,Nezar,9,TRUE
S271,DO,Accent,Nezar,15,FALSE
S271,DO,Accent,Nezar,17,FALSE
S271,PO,Accent,Nezar,18,FALSE
S271,DO,Accent,Nezar,4,TRUE
S271,PO,Accent,Nezar,10,FALSE
S271,DO,Accent,Nezar,13,FALSE
S271,PO,Accent,Nezar,12,FALSE
S271,PO,Accent,Nezar,14,FALSE
S271,PO,Accent,Nezar,5,TRUE
S271,PO,Accent,Nezar,2,TRUE
S271,DO,Accent,Nezar,19,TRUE
S271,DO,Accent,Nezar,1,TRUE
S271,DO,Accent,Nezar,20,FALSE
S271,DO,Accent,Nezar,11,FALSE
S271,PO,Accent,Nezar,3,TRUE
S272,PO,Accent,Idan,12,TRUE
S272,PO,Accent,Idan,18,FALSE
S272,PO,Accent,Idan,2,TRUE
S272,DO,Accent,Idan,11,FALSE
S272,PO,Accent,Idan,16,TRUE
S272,DO,Accent,Idan,1,FALSE
S272,DO,Accent,Idan,17,FALSE
S272,DO,Accent,Idan,4,FALSE
S272,DO,Accent,Idan,19,FALSE
S272,PO,Accent,Idan,3,TRUE
S272,DO,Accent,Idan,6,FALSE
S272,DO,Accent,Idan,13,TRUE
S272,PO,Accent,Idan,7,TRUE
S272,PO,Accent,Idan,9,FALSE
S272,PO,Accent,Idan,14,FALSE
S272,DO,Accent,Idan,15,TRUE
S272,PO,Accent,Idan,5,TRUE
S273,DO,Accent,Nezar,4,FALSE
S273,DO,Accent,Nezar,19,FALSE
S273,DO,Accent,Nezar,1,FALSE
S273,DO,Accent,Nezar,13,FALSE
S273,DO,Accent,Nezar,17,FALSE
S273,PO,Accent,Nezar,7,TRUE
S273,DO,Accent,Nezar,20,FALSE
S273,PO,Accent,Nezar,12,FALSE
S273,PO,Accent,Nezar,9,TRUE
S273,PO,Accent,Nezar,2,TRUE
S273,PO,Accent,Nezar,5,TRUE
S273,DO,Accent,Nezar,15,FALSE
S273,PO,Accent,Nezar,14,FALSE
S273,PO,Accent,Nezar,10,FALSE
S273,DO,Accent,Nezar,6,FALSE
S273,PO,Accent,Nezar,3,TRUE
S273,PO,Accent,Nezar,18,TRUE
S273,DO,Accent,Nezar,11,FALSE
S275,DO,None,Nezar,4,TRUE
S275,PO,None,Nezar,9,TRUE
S275,DO,None,Nezar,17,FALSE
S275,DO,None,Nezar,11,FALSE
S275,PO,None,Nezar,12,TRUE
S275,DO,None,Nezar,8,FALSE
S275,DO,None,Nezar,1,FALSE
